Player,12,11,10,9,8,7,6,5,4,3,2,1,-,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025 Odds,Bookmaker,New Account Offer
Denny McCarthy,-,-,-,25,-,-,-,-,46,16,-,-,-,-,-,-,-,66,-,-,MC,12,4,26,TBC,TBC,Further details
Sepp Straka,-,-,-,MC,-,9,-,-,15,30,1,-,-,-,-,-,-,-,MC,-,-,-,-,26,TBC,TBC,Further details
An Byeong-Hun,-,-,-,-,-,-,-,-,32,MC,-,-,-,-,-,-,-,-,-,-,-,-,37,31,TBC,TBC,Further details
Corey Conners,-,-,-,-,-,6,-,-,5,MC,-,-,-,-,-,-,-,MC,MC,-,-,-,-,31,TBC,TBC,Further details
Seamus Power,-,-,23,WD,-,-,-,-,-,MC,-,-,-,-,-,-,39,MC,-,38,MC,9,15,31,TBC,TBC,Further details
Tom Kim,-,-,-,MC^,-,2,-,-,-,65,MC,-,-,-,-,-,-,-,-,-,-,-,-,31,TBC,TBC,Further details
Tommy Fleetwood,-,6,16,-,-,-,-,-,-,-,21,-,-,-,-,-,-,-,45,-,-,-,-,31,TBC,TBC,Further details
Maverick McNealy,-,6,17,1,-,-,-,-,8,45,-,52,-,-,-,-,-,MC,-,5,2,33,WD,39,TBC,TBC,Further details
Adam Hadwin,-,-,-,53,-,-,-,-,29,59,MC,-,-,-,-,-,39,-,18,MC,-,16,-,39,TBC,TBC,Further details
Jordan Spieth,-,-,-,-,-,-,-,-,-,-,-,-,-,4,7,21,1,20,45,9,3,2,63,39,TBC,TBC,Further details
Kurt Kitayama,-,-,-,-,-,-,-,-,-,37,58,MC,-,-,-,-,-,-,-,18,-,MC,29,39,TBC,TBC,Further details
Taylor Moore,-,MC,-,35,-,-,-,-,-,MC,7,56,-,-,-,-,-,-,-,-,-,16,15,47,TBC,TBC,Further details
Rickie Fowler,-,-,-,-,-,-,-,-,-,-,21,-,-,-,-,-,-,-,-,-,MC,-,-,47,TBC,TBC,Further details
Tony Finau,-,-,-,-,-,-,-,-,15,-,MC,MC,-,-,-,-,23,-,38,-,-,-,-,47,TBC,TBC,Further details
J.J Spaun,-,30,-,MC,-,-,-,-,-,3,29,15,-,-,-,-,MC,-,MC,MC,MC,16,-,54,TBC,TBC,Further details
Brian Harman,-,-,-,25,-,12,-,-,58,21,MC,-,-,MC,-,-,-,-,-,-,39,65,-,54,TBC,TBC,Further details
Keith Mitchell,-,MC,-,MC,-,-,-,-,-,30,21,-,-,-,-,-,-,47,MC,32,MC,12,4,54,TBC,TBC,Further details
Lee Hodges,-,-,-,5,-,-,-,-,-,10,34,9,-,-,-,-,-,-,-,-,-,MC,-,58,TBC,TBC,Further details
Brendon Todd,-,-,57,MC,-,-,-,-,-,MC,WD,-,-,45,10,MC,MC,-,MC,-,-,16,2,58,TBC,TBC,Further details
Lucas Glover,-,24,42,30,-,-,-,-,-,21,MC,-,-,MC,-,11,-,-,7,50,-,MC,MC,58,TBC,TBC,Further details
Matthew Fitzpatrick,-,-,-,-,-,-,-,-,24,-,-,-,-,-,-,-,-,-,MC,60,-,6,MC,58,TBC,TBC,Further details
Russell Henley,-,-,-,-,-,19,-,-,30,10,-,-,-,52,-,MC,-,15,MC,-,-,-,-,58,TBC,TBC,Further details
Viktor Hovland,-,-,-,-,-,-,-,-,36,-,MC,-,-,-,-,-,-,-,-,38,-,-,13,58,TBC,TBC,Further details
Benjamin Griffin,-,24,8,15,-,-,-,-,-,45,7,MC,-,-,-,-,-,-,-,-,-,-,MC,58,TBC,TBC,Further details
Kevin Yu,-,-,MC,11,-,-,-,-,44,-,MC,MC,-,-,-,-,-,-,-,-,-,-,7,58,TBC,TBC,Further details
Sungjae Im,-,-,-,-,-,9,-,-,3,-,MC,4,-,-,-,-,-,-,MC,-,-,-,-,66,TBC,TBC,Further details
Rory McIlroy,-,3,1,-,-,-,-,-,-,-,4,-,-,-,-,-,-,MC,-,-,-,-,-,66,TBC,TBC,Further details
Max Homa,-,-,-,-,-,14,-,-,26,-,-,WD,-,MC,29,-,MC,-,10,14,7,-,-,66,TBC,TBC,Further details
Cameron Young,-,-,-,-,-,13,-,-,8,-,MC,-,-,-,-,-,-,-,-,-,-,-,-,70,TBC,TBC,Further details
Hideki Matsuyama,-,-,2^,-,-,-,-,-,1,16,-,32,-,-,-,-,-,-,-,-,-,-,-,71,TBC,TBC,Further details
Mackenzie Hughes,-,-,67,5,-,6,-,-,-,MC,58,-,-,-,-,-,10,MC,MC,MC,-,16,-,71,TBC,TBC,Further details
Nick Taylor,-,-,MC,-,-,-,-,-,48,1,12,-,-,-,MC,30,10,MC,28,1,39,14,20,71,TBC,TBC,Further details
Stephan Jaeger,-,-,-,-,-,-,-,-,36,3,-,MC,-,-,-,-,-,43,MC,-,-,MC,-,71,TBC,TBC,Further details
Harris English,-,14,-,60,-,-,-,-,-,MC,43,1,-,-,-,-,-,-,-,-,-,-,-,76,TBC,TBC,Further details
Patrick Rodgers,-,24,9,17,-,-,-,-,-,MC,70,56,-,-,-,-,-,8,MC,MC,MC,MC,-,79,TBC,TBC,Further details
Nick Dunlap,-,-,-,-,-,16,-,-,55,10,34,-,-,-,-,-,-,-,-,-,-,-,-,80,TBC,TBC,Further details
Samuel Stevens,-,6,67,42,-,-,-,-,-,59,51,2,-,-,-,-,-,-,-,-,-,-,34,-,TBC,TBC,Further details
Andrew Novak,-,-,2,35,-,-,-,-,-,MC,MC,3,-,-,-,-,-,-,-,-,-,MC,20,-,TBC,TBC,Further details
Taylor Pendrith,-,-,19^,-,-,-,-,-,13,45,-,7,-,-,-,-,-,-,-,-,-,49,7,-,TBC,TBC,Further details
Jake Knapp,-,-,-,68,-,-,-,-,56,-,MC,32,-,-,-,-,-,-,-,-,-,-,-,-,TBC,TBC,Further details
Jhonattan Vegas,-,MC,57,-,-,-,-,-,4,-,MC,42,-,-,-,MC,-,-,-,-,50,-,-,-,TBC,TBC,Further details
Max Greyserman,-,4,-,-,-,-,-,-,24,-,7,48,-,-,-,-,-,-,-,-,-,-,-,-,TBC,TBC,Further details
Akshay Bhatia,-,-,2^,-,-,4,-,-,32,-,37,-,-,-,-,-,-,-,-,-,30,-,-,-,TBC,TBC,Further details
Billy Horschel,-,-,47,-,-,-,-,-,51,MC,21,-,-,-,45,-,-,MC,-,-,-,-,-,-,TBC,TBC,Further details
Davis Thompson,-,-,-,60,-,-,-,-,36,MC,51,-,-,-,-,-,-,-,-,-,-,-,-,-,TBC,TBC,Further details
Gary Woodland,-,-,-,MC,-,-,-,-,-,16,-,-,-,-,-,-,5,MC,-,-,-,-,-,-,TBC,TBC,Further details
Harry Hall,-,14,-,-,-,-,-,-,8,10,21,-,-,-,-,-,-,-,-,-,-,-,34,-,TBC,TBC,Further details
MinWoo Lee,-,23,24,15,27,-,-,-,-,-,17,-,-,-,-,-,-,-,-,-,MC,MC,-,-,TBC,TBC,Further details
Nicolas Echavarria,-,6,29,2,-,-,-,-,32,2,MC,-,-,-,-,-,-,-,-,-,-,-,MC,-,TBC,TBC,Further details
Patton Kizzire,-,MC,-,66,-,-,-,-,40,MC,MC,-,-,-,-,-,-,-,-,-,39,-,-,-,TBC,TBC,Further details
Rasmus Hojgaard,-,32,2,-,-,-,-,-,-,-,14,-,-,-,-,-,-,-,-,-,-,-,-,-,TBC,TBC,Further details
Robert MacIntyre,-,19,7,-,-,7,-,-,15,53,17,-,-,-,-,-,-,-,-,-,-,-,-,-,TBC,TBC,Further details
Will Zalatoris,-,-,-,-,-,18,-,-,26,-,12,-,-,-,-,-,-,68,-,-,55,-,-,-,TBC,TBC,Further details
Aaron Rai,-,-,-,-,-,14,-,-,15,-,-,MC,-,-,-,-,-,-,-,-,-,65,-,-,TBC,TBC,Further details
Austin Eckroat,-,1,-,17,-,-,-,-,15,MC,-,MC,-,-,-,-,-,-,-,-,-,65,MC,-,TBC,TBC,Further details
Doug Ghim,-,20,MC,42,-,-,-,-,-,72,21,MC,-,-,-,-,-,-,MC,MC,21,-,WD,-,TBC,TBC,Further details
Justin Lower,-,2,5,MC,-,-,-,-,-,37,3,MC,-,-,-,-,-,-,-,-,-,MC,MC,-,TBC,TBC,Further details
Shane Lowry,-,13,3,-,-,-,-,-,-,-,-,MC,-,-,21,41,14,43,MC,-,-,-,-,-,TBC,TBC,Further details
