Player,12,11,10,9,8,7,6,5,4,3,2,1,-,2013,2014,2015,2016,2017,2018,2019,2021,2022,2023,2024,2025 Odds,Bookmaker,New Account Offer
Davis Riley,-,WD,-,MC,MC,-,MC,-,MC,48,6,38,-,-,-,-,-,-,-,-,-,2,19,MC,175/1,Bet 365,Further details
Justin Lower,-,-,37,3,MC,62,-,-,MC,MC,-,38,-,-,-,-,-,-,-,-,-,-,MC,WD,175/1,Bet 365,Further details
Billy Horschel,-,51,MC,21,-,9,MC,MC,-,25,MC,42,-,56,-,-,-,MC,MC,-,-,-,-,12,90/1,Bet 365,Further details
McClure Meissner,-,-,21,68,52,-,MC,-,MC,MC,-,42,-,-,-,-,-,-,-,-,-,-,-,26,200/1,Bet 365,Further details
Matt Kuchar,-,-,21,43,-,-,-,-,-,56,-,42,-,14,38,33,11,22,40,-,-,16,-,49,110/1,Bet 365,Further details
Jesper Svensson,-,-,10,MC,MC,-,63,-,49,32,-,42,-,-,-,-,-,-,-,-,-,-,-,-,110/1,Bet 365,Further details
Ryan Gerard,-,-,37,51,15,-,-,-,17,25,MC,42,-,-,-,-,-,-,-,-,-,-,71,-,80/1,Bet 365,Further details
Tom Kim,-,-,65,MC,-,7,44,44,-,-,MC,42,-,-,-,-,-,-,-,-,-,-,-,-,30/1,Bet 365,Further details
Beau Hossler,-,-,-,12,15,69,32,-,MC,32,-,50,-,-,-,-,-,MC,MC,MC,39,-,MC,MC,80/1,Bet 365,Further details
Jacob Bridgeman,-,-,MC,21,MC,-,MC,-,34,2,15,50,-,-,-,-,-,-,-,-,-,-,-,MC,70/1,Bet 365,Further details
An Byeong-Hun,-,32,MC,-,-,22,73,MC,-,MC,8,52,-,-,-,-,-,-,-,-,-,-,45,-,50/1,Bet 365,Further details
Sahith Theegala,-,36,37,-,52,53,57,17,-,-,MC,52,-,-,-,-,-,-,-,-,-,7,-,-,55/1,Bet 365,Further details
Joel Dahmen,-,-,MC,MC,9,-,MC,-,6,32,-,54,-,-,-,-,-,-,-,30,-,39,61,49,125/1,Bet 365,Further details
Carson Young,-,-,MC,29,MC,-,57,-,MC,MC,10,54,-,-,-,-,-,-,-,-,-,-,MC,54,250/1,Bet 365,Further details
Matthieu Pavon,-,48,-,-,MC,73,63,44,-,42,MC,54,-,-,-,-,-,-,-,-,-,-,-,-,350/1,Bet 365,Further details
Charley Hoffman,-,-,59,5,25,-,MC,-,MC,25,-,54,-,75,25,MC,11,MC,MC,18,18,MC,MC,MC,125/1,Bet 365,Further details
Camilo Villegas,-,-,MC,7,MC,-,44,-,-,MC,MC,54,-,MC,MC,-,42,-,MC,-,11,-,-,WD,750/1,Bet 365,Further details
Jordan Spieth,-,-,-,-,-,69,4,MC,-,9,-,59,-,7,20,1,18,-,MC,-,-,-,3,MC,33/1,Bet 365,Further details
Jhonattan Vegas,-,4,-,MC,42,40,-,-,-,61,-,60,-,-,-,MC,-,-,-,-,48,27,MC,MC,110/1,Bet 365,Further details
Cameron Young,-,8,-,MC,-,72,12,MC,-,MC,MC,61,-,-,-,-,-,-,-,-,-,-,-,2,50/1,Bet 365,Further details
Chandler Phillips,-,-,MC,MC,70,-,49,-,34,MC,-,61,-,-,-,-,-,-,-,-,-,-,-,3,200/1,Bet 365,Further details
Will Chandler,-,-,-,MC,MC,-,6,-,MC,MC,MC,61,-,-,-,-,-,-,-,-,-,-,-,-,2500/1,Bet 365,Further details
Emiliano Grillo,-,-,MC,MC,WD,-,76,-,65,MC,-,67,-,-,-,MC,-,-,-,-,MC,MC,-,-,450/1,Bet 365,Further details
Sami Valimaki,-,-,-,MC,15,-,MC,-,34,48,-,69,-,-,-,-,-,-,-,-,-,-,-,45,600/1,Bet 365,Further details
C.T. Pan,-,-,21,-,-,-,57,-,68,MC,-,69,-,-,-,-,-,MC,MC,42,-,48,-,-,175/1,Bet 365,Further details
Xander Schauffele,-,30,-,-,-,-,-,-,-,-,40,72,-,-,-,-,-,-,-,-,-,12,-,5,18/1,Bet 365,Further details
Aaron Baddeley,-,-,76,MC,32,-,-,-,34,-,MC,-,-,56,MC,-,-,MC,49,-,MC,-,-,17,TBC,Bet 365,Further details
Joseph Bramlett,-,-,MC^,-,MC,22^,-,-,-,29^,3,-,-,-,-,-,-,-,-,-,63,48,36,17,125/1,Bet 365,Further details
Matt Wallace,-,-,-,45,MC,-,44,-,MC,MC,26,-,-,-,-,-,-,-,-,-,-,MC,7,17,90/1,Bet 365,Further details
Norman Xiong,-,-,-,MC,40,MC^,65^,-,-,53^,12,-,-,-,-,-,-,-,-,-,-,-,-,54,TBC,Bet 365,Further details
Webb Simpson,-,-,16,-,-,-,MC,-,-,-,-,-,-,17,MC,-,MC,41,8,MC,-,48,7,54,300/1,Bet 365,Further details
Hayden Buckley,-,-,-,MC,WD,-,-,-,MC,-,59,-,-,-,-,-,-,-,-,-,-,MC,-,61,1000/1,Bet 365,Further details
Ben Martin,-,-,59,MC,-,40^,MC,-,45,MC,-,-,-,-,MC,-,-,52,46,-,-,-,45,67,400/1,Bet 365,Further details
Bronson Burgoon,-,-,-,MC,-,MC^,MC^,-,-,MC^,-,-,-,-,-,-,MC,-,-,-,13,MC,-,75,TBC,Bet 365,Further details
Anders Albertson,-,-,-,MC,MC,-,-,-,MC,-,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,TBC,Bet 365,Further details
Antoine Rozner,MC,-,-,MC,48,-,4,-,55,62,59,-,-,-,-,-,-,-,-,-,-,-,-,-,225/1,Bet 365,Further details
Blades Brown,-,-,-,MC,-,-,-,-,34,-,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,500/1,Bet 365,Further details
Braden Thornberry,-,-,MC,MC,-,-,-,-,MC,MC,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,2000/1,Bet 365,Further details
Brandon Matthews,-,-,-,-,-,MC^,MC^,-,-,MC^,-,-,-,-,-,-,-,-,-,-,-,-,MC,-,TBC,Bet 365,Further details
Cristobal Del Solar,-,-,70,MC,66,-,-,-,MC,MC,54,-,-,-,-,-,-,-,-,-,-,-,-,-,2500/1,Bet 365,Further details
Danny Willett,-,-,-,MC,9,-,-,-,-,MC,45,-,-,-,-,-,22,-,-,42,MC,MC,-,-,750/1,Bet 365,Further details
Harry Higgs,-,-,MC,34,63,-,-,-,74,MC,26,-,-,-,-,-,-,-,-,-,-,39,MC,-,750/1,Bet 365,Further details
Jeremy Paul,-,-,45,64,MC,-,-,-,25,MC,16,-,-,-,-,-,-,-,-,-,-,-,-,-,275/1,Bet 365,Further details
John Pak,-,-,MC,MC,56,-,-,-,17,-,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,1000/1,Bet 365,Further details
Kaito Onishi,-,-,MC,MC,MC,-,-,-,MC,-,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,2500/1,Bet 365,Further details
Kevin Velo,-,-,MC,MC,MC,-,-,-,MC,MC,40,-,-,-,-,-,-,-,-,-,-,-,-,-,1500/1,Bet 365,Further details
Kieron Van Wyk,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,600/1,Bet 365,Further details
Luke Clanton,-,-,MC,-,15,-,MC,-,-,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45/1,Bet 365,Further details
Mason Andersen,-,-,MC,MC,MC,-,-,-,65,MC,26,-,-,-,-,-,-,-,-,-,-,-,-,-,2000/1,Bet 365,Further details
Matteo Manassero,-,-,-,43,25,-,-,-,68,MC,45,-,-,-,8,-,-,-,-,-,-,-,-,-,200/1,Bet 365,Further details
Matthew Riedel,-,-,-,51,MC,-,-,-,MC,65,26,-,-,-,-,-,-,-,-,-,-,-,-,-,1000/1,Bet 365,Further details
Michael Thorbjornsen,-,-,-,MC,MC,-,74,-,MC,39,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,200/1,Bet 365,Further details
Neal Shipley,-,-,MC^,-,MC^,9^,MC^,-,-,MC^,15^,-,-,-,-,-,-,-,-,-,-,-,-,-,300/1,Bet 365,Further details
Niklas Norgaard Moller,-,-,-,4,MC,-,-,-,34,25,34,-,-,-,-,-,-,-,-,-,-,-,-,-,80/1,Bet 365,Further details
Noah Goodwin,-,-,MC,MC,63,-,-,-,49,-,12,-,-,-,-,-,-,-,-,-,-,-,-,-,600/1,Bet 365,Further details
Paul Peterson,-,-,10,MC,WD,-,-,-,MC,MC,12,-,-,-,-,-,-,-,-,-,-,-,-,-,500/1,Bet 365,Further details
Paul Waring,-,-,-,MC,WD,-,MC,-,MC,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,600/1,Bet 365,Further details
Philip Knowles,-,-,-,MC,WD,MC^,-,-,MC,-,16,-,-,-,-,-,-,-,-,-,-,-,-,-,TBC,Bet 365,Further details
Quade Cummins,-,-,MC,34,MC,-,-,-,32,32,16,-,-,-,-,-,-,-,-,-,-,-,-,-,175/1,Bet 365,Further details
Rasmus Neergaard-Petersen,-,-,-,10,MC,MC,2,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,80/1,Bet 365,Further details
Rikuya Hoshino,-,-,MC,43,MC,-,-,-,MC,48,64,-,-,-,-,-,-,-,-,-,-,-,-,-,350/1,Bet 365,Further details
Steven Fisk,-,-,MC,MC,63,-,MC,-,17,MC,4,-,-,-,-,-,-,-,-,-,-,-,-,-,250/1,Bet 365,Further details
Takumi Kanaya,-,-,MC,MC,MC,-,MC,-,32,-,34,-,-,-,-,-,-,-,-,-,-,-,-,-,175/1,Bet 365,Further details
Taylor Dickson,-,-,72,MC,MC,-,-,-,MC,MC,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,2000/1,Bet 365,Further details
Thomas Rosenmueller,-,-,59,MC,MC,-,-,-,68,MC,59,-,-,-,-,-,-,-,-,-,-,-,-,-,750/1,Bet 365,Further details
Thriston Lawrence,-,-,-,MC,MC,-,MC,-,59,MC,54,-,-,-,-,-,-,-,-,-,-,-,-,-,300/1,Bet 365,Further details
Tim Widing,-,-,WD,MC,MC,-,-,-,MC,MC,45,-,-,-,-,-,-,-,-,-,-,-,-,-,500/1,Bet 365,Further details
Trevor Cone,-,-,MC,MC,MC,-,-,-,MC,-,54,-,-,-,-,-,-,-,-,-,-,-,65,-,1500/1,Bet 365,Further details
Vince Covello,-,-,65^,-,MC^,-,-,-,MC,-,54,-,-,-,-,-,-,-,-,-,-,-,-,-,TBC,Bet 365,Further details
Vincent Norrman,-,-,37,29,40,-,71,-,75,MC,-,-,-,-,-,-,-,-,-,-,-,-,MC,-,500/1,Bet 365,Further details
William Mouw,-,-,MC,MC,66,-,-,-,MC,MC,6,-,-,-,-,-,-,-,-,-,-,-,-,-,500/1,Bet 365,Further details
Brandt Snedeker,-,-,53,51,32,-,66,-,-,MC,10,-,-,-,58,53,-,-,31,30,11,-,-,MC,400/1,Bet 365,Further details
Greg Koch,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,MC,MC,MC,4000/1,Bet 365,Further details
Kevin Kisner,-,-,-,MC,-,-,MC,-,-,MC,-,-,-,-,MC,60,-,-,-,24,MC,33,MC,MC,3000/1,Bet 365,Further details
Luke Donald,-,-,-,MC,-,-,-,-,-,MC,-,-,-,4,4,53,22,MC,64,9,54,16,MC,MC,2500/1,Bet 365,Further details
Nick Gabrelcik,-,-,65^,-,MC^,2^,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,69,MC,1000/1,Bet 365,Further details
Nick Hardy,-,-,MC,MC,MC,-,MC,-,MC,MC,64,-,-,-,-,-,-,-,-,-,-,-,MC,MC,450/1,Bet 365,Further details
Scott Gutschewski,-,-,MC^,-,MC,-,-,-,-,64^,23^,-,-,-,-,-,-,-,-,-,-,-,-,MC,TBC,Bet 365,Further details
Thorbjorn Olesen,-,-,-,31,27,MC,-,-,49,MC,-,-,-,-,MC,-,-,-,-,-,-,-,-,MC,125/1,Bet 365,Further details
Victor Perez,-,-,-,34,MC,-,MC,-,72,18,-,-,-,-,-,-,-,-,-,-,-,-,45,MC,125/1,Bet 365,Further details
Zac Blair,-,-,-,MC,32,-,-,-,-,-,MC,-,-,-,-,MC,MC,MC,-,-,-,-,10,MC,TBC,Bet 365,Further details
Zach Johnson,-,-,21,MC,48,-,-,-,-,42,-,-,-,MC,-,-,-,-,16,24,29,MC,MC,MC,350/1,Bet 365,Further details
Peter Malnati,-,53,MC,MC,MC,-,49,-,68,MC,-,MC,-,-,-,-,MC,MC,MC,60,MC,MC,MC,1,750/1,Bet 365,Further details
Mackenzie Hughes,-,-,MC,58,-,40,36,52,-,MC,22,MC,-,-,-,-,-,-,MC,13,MC,MC,-,3,110/1,Bet 365,Further details
Adam Hadwin,-,29,59,MC,-,65,9,MC,-,-,45,MC,-,-,-,71,MC,1,12,MC,MC,7,MC,5,100/1,Bet 365,Further details
Christiaan Bezuidenhout,-,40,-,MC,-,40,4,39,-,42,19,MC,-,-,-,-,-,-,-,-,-,62,-,9,66/1,Bet 365,Further details
Kyounghoon Lee,-,-,MC,MC,9,-,67,-,MC,MC,MC,MC,-,-,-,-,-,-,-,WD,29,-,19,9,500/1,Bet 365,Further details
Kevin Roy,-,-,45,18,WD,-,-,-,17,MC,6,MC,-,-,-,-,-,-,-,-,-,-,MC,12,90/1,Bet 365,Further details
Andrew Novak,-,-,MC,MC,3,13,MC,13,-,MC,34,MC,-,-,-,-,-,-,-,-,-,MC,27,17,66/1,Bet 365,Further details
Benjamin Griffin,-,-,45,7,MC,69,36,44,4,4,45,MC,-,-,-,-,-,-,-,-,-,-,45,17,50/1,Bet 365,Further details
Keith Mitchell,-,-,30,21,-,33,25,-,-,42,-,MC,-,-,-,-,-,11,-,-,69,-,-,17,50/1,Bet 365,Further details
Matthias Schmid,-,-,MC,MC,25,-,MC,-,MC,18,6,MC,-,-,-,-,-,-,-,-,-,-,MC,17,150/1,Bet 365,Further details
Thomas Detry,-,5,53,-,15,48,1,53,-,-,MC,MC,-,-,-,-,-,-,-,-,-,-,-,17,55/1,Bet 365,Further details
Seamus Power,-,-,MC,-,-,17,36,24,-,MC,-,MC,-,-,-,-,-,27,MC,MC,-,-,-,26,80/1,Bet 365,Further details
Adam Schenk,-,-,6,WD,25,-,25,-,-,MC,45,MC,-,-,-,-,-,-,59,MC,18,MC,2,33,125/1,Bet 365,Further details
Eric Cole,-,52,5,68,68,22,MC,MC,-,MC,50,MC,-,-,-,-,-,-,-,-,-,-,MC,33,175/1,Bet 365,Further details
Michael Kim,-,-,MC,43,MC,-,2,13,13,6,4,MC,-,-,-,-,MC,52,MC,MC,MC,-,45,33,40/1,Bet 365,Further details
Ryo Hisatsune,-,-,65,43,MC,-,MC,-,10,MC,-,MC,-,-,-,-,-,-,-,-,-,-,-,33,225/1,Bet 365,Further details
Greyson Sigg,-,-,70,MC,9,-,32,-,17,64,-,MC,-,-,-,-,-,-,-,-,-,48,57,45,150/1,Bet 365,Further details
Adam Svensson,-,-,30,MC,MC,-,36,-,59,MC,MC,MC,-,-,-,-,-,-,-,MC,-,39,-,49,175/1,Bet 365,Further details
Vincent Whaley,-,-,72,64,32,-,MC,-,MC,32,16,MC,-,-,-,-,-,-,-,-,29,MC,-,54,250/1,Bet 365,Further details
Christopher Gotterup,-,46,MC,MC,25,-,MC,-,MC,MC,16,MC,-,-,-,-,-,-,-,-,-,-,-,61,250/1,Bet 365,Further details
Sam Stevens,-,-,59,51,2,17,44,31,MC,-,40,MC,-,-,-,-,-,-,-,-,-,-,MC,64,80/1,Bet 365,Further details
Chan Kim,-,-,53,MC,42,-,MC,-,17,32,16,MC,-,-,-,-,-,-,-,-,-,-,-,67,125/1,Bet 365,Further details
Doug Ghim,-,-,72,21,MC,68,49,-,-,11,-,MC,-,-,-,-,-,-,-,-,MC,-,27,67,80/1,Bet 365,Further details
Harry Hall,-,8,10,21,-,58,MC,-,34,MC,-,MC,-,-,-,-,-,-,-,-,-,-,MC,67,80/1,Bet 365,Further details
Alejandro Tosti,-,-,MC,58,MC,-,-,-,10,68,MC,MC,-,-,-,-,-,-,-,-,-,-,-,75,TBC,Bet 365,Further details
David Skinns,-,-,MC,MC,MC,-,49,-,MC,MC,-,MC,-,MC,-,-,-,-,-,-,-,-,-,75,500/1,Bet 365,Further details
Adam Scott,-,15,-,37,-,22,-,37,-,-,36,MC,-,30,-,MC,-,-,16,-,-,-,-,-,45/1,Bet 365,Further details
Aldrich Potgieter,-,-,MC,MC,15,-,-,-,2,-,MC,MC,-,-,-,-,-,-,-,-,-,-,-,-,200/1,Bet 365,Further details
Benjamin Silverman,-,-,69,MC,MC,-,16,-,MC,MC,-,MC,-,-,-,-,-,-,MC,-,-,-,-,-,300/1,Bet 365,Further details
Brian Campbell,-,-,WD,51,MC,-,-,-,1,48,MC,MC,-,-,-,-,-,-,-,-,-,-,-,-,175/1,Bet 365,Further details
Cameron Davis,-,13,MC,18,-,5,-,MC,-,-,MC,MC,-,-,-,-,-,-,-,MC,MC,-,-,-,150/1,Bet 365,Further details
Erik van Rooyen,-,-,30,MC,MC,40,MC,-,59,9,-,MC,-,-,-,-,-,-,-,-,MC,-,10,-,175/1,Bet 365,Further details
Frankie Capan III,-,-,45,12,56,-,MC,-,55,MC,-,MC,-,-,-,-,-,-,-,-,-,-,-,-,350/1,Bet 365,Further details
Henrik Norlander,-,-,37,MC,MC,-,MC,-,13,MC,40,MC,-,MC,-,-,-,-,-,-,48,MC,45,-,250/1,Bet 365,Further details
Jackson Suber,-,-,6,MC,56,-,-,-,MC,42,-,MC,-,-,-,-,-,-,-,-,-,MC,-,-,250/1,Bet 365,Further details
Karl Vilips,-,-,-,-,-,-,-,-,72,39,1,MC,-,-,-,-,-,-,-,-,-,-,-,-,125/1,Bet 365,Further details
Kristoffer Ventura,-,-,-,58,4,-,49,-,25,56,-,MC,-,-,-,-,-,-,-,-,MC,-,-,-,225/1,Bet 365,Further details
Lanto Griffin,-,-,MC,34,9,-,MC,-,25,-,72,MC,-,-,-,-,-,-,-,-,MC,MC,-,-,300/1,Bet 365,Further details
Luke List,-,-,72,MC,56,-,36,-,MC,MC,-,MC,-,MC,-,-,MC,27,16,-,MC,-,MC,-,350/1,Bet 365,Further details
Mark Hubbard,-,-,21,12,68,73,MC,MC,-,MC,-,MC,-,-,-,-,64,MC,-,-,MC,-,MC,-,350/1,Bet 365,Further details
Nate Lashley,-,-,37,MC,WD,-,MC,-,MC,MC,-,MC,-,-,-,-,-,-,-,-,-,27,MC,-,1000/1,Bet 365,Further details
Nicolai Hojgaard,-,-,-,65,-,-,36,-,8,18,-,MC,-,-,-,-,-,-,-,-,-,-,-,-,80/1,Bet 365,Further details
Patton Kizzire,-,40,MC,MC,-,-,MC,-,MC,MC,-,MC,-,-,-,-,33,MC,-,60,60,33,10,-,400/1,Bet 365,Further details
Rasmus Hojgaard,-,-,-,14,-,22,12,MC,34,-,-,MC,-,-,-,-,-,-,-,-,MC,-,-,-,80/1,Bet 365,Further details
Viktor Hovland,-,36,-,MC,-,22,-,MC,-,-,MC,MC,-,-,-,-,-,-,-,-,3,33,-,-,50/1,Bet 365,Further details
William Gordon,-,-,MC,66,7,-,69,-,MC,MC,-,MC,-,-,-,-,-,-,-,-,-,-,36,-,750/1,Bet 365,Further details
Andrew Putnam,-,-,30,MC,32,-,25,-,49,11,-,MC,-,-,-,-,-,-,MC,-,MC,MC,-,MC,150/1,Bet 365,Further details
Ben Kohles,-,-,53,21,-,-,MC,-,25,MC,34,MC,-,7,-,-,-,-,-,-,-,-,-,MC,250/1,Bet 365,Further details
Brice Garnett,-,48,30,34,-,-,67,-,-,11,40,MC,-,-,-,MC,-,-,31,MC,-,27,MC,MC,300/1,Bet 365,Further details
Chad Ramey,-,-,MC,MC,48,-,MC,-,34,MC,26,MC,-,-,-,-,-,-,-,-,-,MC,27,MC,300/1,Bet 365,Further details
David Lipsky,-,-,45,MC,WD,-,MC,-,76,MC,78,MC,-,-,-,-,-,-,-,-,-,68,36,MC,1000/1,Bet 365,Further details
Gary Woodland,-,-,16,-,-,22,21,MC,-,MC,-,MC,-,MC,8,MC,42,58,MC,MC,MC,21,45,MC,125/1,Bet 365,Further details
Kevin Yu,-,44,-,MC,MC,64,16,17,45,-,-,MC,-,-,-,-,-,-,-,-,-,MC,-,MC,90/1,Bet 365,Further details
Nicolas Echavarria,-,32,2,MC,-,77,MC,34,-,MC,-,MC,-,-,-,-,-,-,-,-,-,-,MC,MC,175/1,Bet 365,Further details
Patrick Fishburn,-,-,6,MC,MC,-,MC,-,MC,48,54,MC,-,-,-,-,-,-,-,-,-,-,-,MC,175/1,Bet 365,Further details
Rafael Campos,-,57,MC,MC,MC,-,MC,-,34,MC,MC,MC,-,-,-,-,-,-,-,-,MC,-,-,MC,2500/1,Bet 365,Further details
Ricky Castillo,-,-,MC,43,15,-,-,-,55,56,64,MC,-,-,-,-,-,-,-,-,-,-,-,MC,300/1,Bet 365,Further details
Sam Burns,-,8,-,29,-,22,49,24,-,-,48,MC,-,-,-,-,-,-,12,30,1,1,6,MC,22/1,Bet 365,Further details
