Player,12,11,10,9,8,7,6,5,4,3,2,1,-,2013,2014,2015,2016,2017,2018,2019,2021,2022,2023,2024,2025 Odds,Bookmaker,New Account Offer
Aaron Rai,-,-,15,-,-,MC,40,-,37,4,-,11,-,-,-,-,-,-,-,-,-,-,19,35,75/1,Bet 365,Further details
Tommy Fleetwood,-,-,-,-,21,-,22,-,5,-,-,11,-,-,-,-,-,41,7,5,MC,22,27,35,30/1,Bet 365,Further details
Denny McCarthy,-,-,46,16,-,-,58,16,5,-,48,18,-,-,-,-,-,-,-,41,55,60,13,35,80/1,Bet 365,Further details
Brice Garnett,-,-,48,30,34,-,-,67,-,-,11,40,-,-,-,MC,-,-,41,35,MC,50,-,35,450/1,Bet 365,Further details
Lee Hodges,-,-,-,10,34,9,33,57,-,-,-,-,-,-,-,-,-,-,-,-,-,70,MC,35,TBC,Bet 365,Further details
David Lipsky,-,-,-,45,MC,WD,-,MC,-,76,MC,78,-,-,-,-,-,-,-,-,-,-,MC,42,1000/1,Bet 365,Further details
C.T. Pan,-,-,-,21,-,-,-,57,-,68,MC,-,-,-,-,-,-,-,46,72,MC,MC,-,42,350/1,Bet 365,Further details
Collin Morikawa,-,-,2,-,-,-,17,-,17,-,-,2,-,-,-,-,-,-,-,-,41,MC,13,45,14/1,Bet 365,Further details
Austin Eckroat,-,-,15,MC,-,MC,13,MC,MC,-,MC,34,-,-,-,-,-,-,-,-,-,-,-,45,200/1,Bet 365,Further details
Adam Scott,-,-,15,-,37,-,22,-,37,-,-,36,-,19,38,38,12,6,11,12,48,MC,71,45,80/1,Bet 365,Further details
Tony Finau,-,-,15,-,MC,MC,13,-,5,-,-,36,-,-,-,-,MC,MC,57,22,MC,MC,19,45,60/1,Bet 365,Further details
Sam Burns,-,-,8,-,29,-,22,49,24,-,-,48,-,-,-,-,-,-,-,-,MC,26,35,45,60/1,Bet 365,Further details
JT Poston,-,-,40,MC,12,-,53,16,39,-,-,50,-,-,-,-,-,-,-,22,22,MC,MC,45,90/1,Bet 365,Further details
Jake Knapp,-,-,56,-,MC,32,33,44,17,25,6,-,-,-,-,-,-,-,-,-,-,-,-,45,175/1,Bet 365,Further details
Andrew Putnam,-,-,-,30,MC,32,-,25,-,49,11,-,-,-,-,-,-,-,-,MC,MC,MC,MC,53,250/1,Bet 365,Further details
Tom Hoge,-,-,8,45,29,-,17,MC,54,-,67,40,-,-,-,-,-,-,72,30,22,33,3,54,275/1,Bet 365,Further details
Emiliano Grillo,-,-,-,MC,MC,WD,-,76,-,65,MC,-,-,-,-,-,MC,11,37,26,MC,MC,MC,54,600/1,Bet 365,Further details
Sami Valimaki,-,-,-,-,MC,15,-,MC,-,34,48,-,-,-,-,-,-,-,-,-,-,-,-,54,750/1,Bet 365,Further details
Cameron Young,-,-,8,-,MC,-,72,12,MC,-,MC,MC,-,-,-,-,-,-,-,-,-,MC,51,54,125/1,Bet 365,Further details
MinWoo Lee,-,-,-,-,17,-,17,12,48,-,11,MC,-,-,-,-,-,-,-,-,-,-,6,54,70/1,Bet 365,Further details
Thomas Detry,-,-,5,53,-,15,48,1,53,-,-,MC,-,-,-,-,-,-,-,-,-,-,MC,62,110/1,Bet 365,Further details
Viktor Hovland,-,-,36,-,MC,-,22,-,MC,-,-,MC,-,-,-,-,-,-,-,-,MC,9,3,62,66/1,Bet 365,Further details
J.J Spaun,-,-,-,3,29,15,33,WD,34,-,2,31,-,-,-,-,-,-,MC,WD,-,MC,MC,64,90/1,Bet 365,Further details
Seamus Power,-,-,-,MC,-,-,17,36,24,-,MC,-,-,-,-,-,-,-,-,35,-,33,MC,64,140/1,Bet 365,Further details
Max Homa,-,-,26,-,-,WD,53,MC,MC,-,-,MC,-,-,-,-,-,-,-,-,MC,13,6,64,175/1,Bet 365,Further details
Chan Kim,-,-,-,53,MC,42,-,MC,-,17,32,16,-,-,-,-,-,-,-,-,-,-,-,68,300/1,Bet 365,Further details
Patrick Cantlay,-,-,15,-,5,-,33,-,5,-,-,31,-,-,-,-,-,22,23,MC,MC,MC,19,68,33/1,Bet 365,Further details
Peter Malnati,-,-,53,MC,MC,MC,-,49,-,68,MC,-,-,-,-,-,MC,MC,-,-,MC,46,MC,68,2500/1,Bet 365,Further details
Rickie Fowler,-,-,-,-,21,-,53,WD,39,-,18,-,-,MC,77,1,MC,60,MC,47,MC,-,13,68,100/1,Bet 365,Further details
Gary Woodland,-,-,-,16,-,-,22,21,MC,-,MC,-,-,-,11,MC,28,75,MC,30,MC,MC,54,72,200/1,Bet 365,Further details
Keith Mitchell,-,-,-,30,21,-,33,25,-,-,42,-,-,-,-,-,-,-,77,47,MC,13,35,73,125/1,Bet 365,Further details
Karl Vilips,-,-,-,-,-,-,-,-,-,72,39,1,-,-,-,-,-,-,-,-,-,-,-,-,200/1,Bet 365,Further details
Kevin Roy,-,-,-,45,18,WD,-,-,-,17,MC,6,-,-,-,-,-,-,-,-,-,-,-,-,175/1,Bet 365,Further details
Paul Peterson,-,-,-,10,MC,WD,-,-,-,MC,MC,12,-,-,-,-,-,-,-,-,-,-,-,-,TBC,Bet 365,Further details
Daniel Berger,-,-,-,MC,21,MC,-,2,12,-,25,15,,-,-,MC,9,65,57,67,9,13,-,-,60/1,Bet 365,Further details
Jacob Bridgeman,-,-,-,MC,21,MC,-,MC,-,34,2,15,-,-,-,-,-,-,-,-,-,-,-,-,200/1,Bet 365,Further details
Christopher Gotterup,-,-,46,MC,MC,25,-,MC,-,MC,MC,16,-,-,-,-,-,-,-,-,-,-,-,-,500/1,Bet 365,Further details
Trey Mullinax,-,-,-,-,18,MC,-,32,-,MC,MC,16,-,-,-,-,-,-,MC,MC,-,-,MC,-,750/1,Bet 365,Further details
Vincent Whaley,-,-,-,72,64,32,-,MC,-,MC,32,16,-,-,-,-,-,-,-,-,-,-,-,-,600/1,Bet 365,Further details
Max Greyserman,-,-,24,-,7,48,WD,49,24,-,11,22,-,-,-,-,-,-,-,-,-,-,-,-,110/1,Bet 365,Further details
Rico Hoey,-,-,-,59,58,MC,-,MC,-,MC,25,26,-,-,-,-,-,-,-,-,-,-,-,-,300/1,Bet 365,Further details
Hayden Springer,-,-,-,-,-,6,-,MC,-,45,-,34,-,-,-,-,-,-,-,-,-,-,-,-,600/1,Bet 365,Further details
Henrik Norlander,-,-,-,37,MC,MC,-,MC,-,13,MC,40,-,-,-,-,-,-,-,-,MC,MC,-,-,600/1,Bet 365,Further details
Max Mcgreevy,-,-,-,MC,MC,WD,-,MC,-,25,4,40,-,-,-,-,-,-,-,-,-,-,MC,-,250/1,Bet 365,Further details
Danny Willett,-,-,-,-,MC,9,-,-,-,-,MC,45,-,-,-,MC,MC,WD,MC,MC,-,-,27,-,TBC,Bet 365,Further details
Isaiah Salinda,-,-,-,MC,MC,42,-,-,-,3,39,45,-,-,-,-,-,-,-,-,-,-,-,-,275/1,Bet 365,Further details
Patrick Fishburn,-,-,-,6,MC,MC,-,MC,-,MC,48,54,-,-,-,-,-,-,-,-,-,-,-,-,300/1,Bet 365,Further details
Danny Walker,-,-,-,MC,MC,42,-,-,-,13,-,64,-,-,-,-,-,-,-,-,-,-,-,-,TBC,Bet 365,Further details
Ricky Castillo,-,-,-,MC,43,15,-,-,-,55,56,64,-,-,-,-,-,-,-,-,-,-,-,-,TBC,Bet 365,Further details
Lanto Griffin,-,-,-,MC,34,9,-,MC,-,25,-,72,-,-,-,-,-,-,-,-,35,MC,-,-,450/1,Bet 365,Further details
Chandler Phillips,-,-,-,MC,MC,70,-,49,-,34,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,750/1,Bet 365,Further details
Frankie Capan III,-,-,-,45,12,56,-,MC,-,55,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,500/1,Bet 365,Further details
Jackson Suber,-,-,-,6,MC,56,-,-,-,MC,42,-,-,-,-,-,-,-,-,-,-,-,-,-,400/1,Bet 365,Further details
Jesper Svensson,-,-,-,10,MC,MC,-,63,-,49,32,-,-,-,-,-,-,-,-,-,-,-,-,-,275/1,Bet 365,Further details
Jhonattan Vegas,-,-,4,-,MC,42,40,-,-,-,61,-,-,-,-,42,57,MC,41,3,61,MC,MC,-,175/1,Bet 365,Further details
Kristoffer Ventura,-,-,-,-,58,4,-,49,-,25,56,-,-,-,-,-,-,-,-,-,MC,-,-,-,450/1,Bet 365,Further details
Laurie Canter,42,-,-,-,3,-,1,35,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,150/1,Bet 365,Further details
Mac Meissner,-,-,-,21,68,52,-,MC,-,MC,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,300/1,Bet 365,Further details
Matt McCarty,-,-,53,65,MC,MC,-,MC,-,63,48,-,-,-,-,-,-,-,-,-,-,-,-,-,450/1,Bet 365,Further details
Patton Kizzire,-,-,40,MC,MC,-,-,MC,-,MC,MC,-,-,-,-,-,76,MC,MC,79,35,22,65,-,750/1,Bet 365,Further details
Rasmus Hojgaard,-,-,-,-,14,-,22,12,MC,34,-,-,-,-,-,-,-,-,-,-,-,-,-,-,110/1,Bet 365,Further details
Victor Perez,-,-,-,-,34,MC,-,MC,-,72,18,-,-,-,-,-,-,-,-,-,9,-,-,-,200/1,Bet 365,Further details
William Gordon,-,-,-,MC,66,7,-,69,-,MC,MC,-,-,-,-,-,-,-,-,-,-,-,54,-,750/1,Bet 365,Further details
Aldrich Potgieter,42,-,-,MC,MC,15,-,-,-,2,-,MC,-,-,-,-,-,-,-,-,-,-,-,-,350/1,Bet 365,Further details
Alejandro Tosti,-,-,-,MC,58,MC,-,-,-,10,68,MC,-,-,-,-,-,-,-,-,-,-,-,-,600/1,Bet 365,Further details
Brian Campbell,-,-,-,WD,51,MC,-,-,-,1,48,MC,-,-,-,-,-,-,-,-,-,-,-,-,250/1,Bet 365,Further details
Bud Cauley,-,-,-,30,-,-,-,21,-,-,56,MC,-,MC,-,-,-,-,MC,47,-,-,-,-,200/1,Bet 365,Further details
Joe Highsmith,-,-,-,MC,66,MC,-,MC,-,17,1,MC,-,-,-,-,-,-,-,-,-,-,-,-,125/1,Bet 365,Further details
Rafael Campos,-,-,57,MC,MC,MC,-,MC,-,34,MC,MC,-,-,-,-,-,-,-,-,-,-,-,-,2500/1,Bet 365,Further details
Ryan Gerard,-,-,-,37,51,15,-,-,-,17,25,MC,-,-,-,-,-,-,-,-,-,-,-,-,175/1,Bet 365,Further details
Tom Kim,-,-,-,65,MC,-,7,44,44,-,-,MC,-,-,-,-,-,-,-,-,-,-,51,-,80/1,Bet 365,Further details
Will Chandler,-,-,-,-,MC,MC,-,6,-,MC,MC,MC,-,-,-,-,-,-,-,-,-,-,-,-,2500/1,Bet 365,Further details
Russell Henley,-,-,30,10,-,-,5,-,39,-,6,1,-,MC,17,24,MC,35,MC,MC,MC,13,19,MC,35/1,Bet 365,Further details
Michael Kim,-,-,-,MC,43,MC,-,2,13,13,6,4,-,-,-,-,-,60,MC,MC,-,-,-,MC,75/1,Bet 365,Further details
Keegan Bradley,-,-,15,6,-,15,65,-,34,-,-,5,-,MC,MC,MC,35,60,7,16,29,5,MC,MC,50/1,Bet 365,Further details
Davis Riley,-,-,WD,-,MC,MC,-,MC,-,MC,48,6,-,-,-,-,-,-,-,-,-,-,MC,MC,400/1,Bet 365,Further details
An Byeong-Hun,-,-,32,MC,-,-,22,73,MC,-,MC,8,-,-,-,-,MC,-,30,26,MC,-,35,MC,125/1,Bet 365,Further details
Justin Rose,-,-,-,-,-,MC,3,-,MC,-,-,8,-,MC,4,MC,19,65,23,8,-,MC,6,MC,110/1,Bet 365,Further details
Carson Young,-,-,-,MC,29,MC,-,57,-,MC,MC,10,-,-,-,-,-,-,-,-,-,-,-,MC,500/1,Bet 365,Further details
Robert MacIntyre,-,-,15,53,17,-,40,6,MC,-,-,11,-,-,-,-,-,-,-,-,MC,-,-,MC,66/1,Bet 365,Further details
Patrick Rodgers,-,-,-,MC,70,56,22,MC,3,25,18,22,-,-,-,-,MC,MC,MC,77,65,MC,MC,MC,150/1,Bet 365,Further details
Will Zalatoris,-,-,26,-,12,-,48,-,24,-,-,22,-,-,-,-,-,-,-,-,21,26,73,MC,75/1,Bet 365,Further details
Chad Ramey,-,-,-,MC,MC,48,-,MC,-,34,MC,26,-,-,-,-,-,-,-,-,-,-,27,MC,450/1,Bet 365,Further details
Andrew Novak,-,-,-,MC,MC,3,13,MC,13,-,MC,34,-,-,-,-,-,-,-,-,-,-,MC,MC,160/1,Bet 365,Further details
Ben Kohles,-,-,-,53,21,-,-,MC,-,25,MC,34,-,-,-,-,-,-,-,-,-,-,-,MC,600/1,Bet 365,Further details
Justin Thomas,-,-,26,-,2,-,48,6,9,-,-,36,-,-,-,24,3,75,11,35,1,33,60,MC,20/1,Bet 365,Further details
Lucas Glover,-,-,-,21,MC,-,3,MC,31,-,MC,36,-,MC,MC,-,-,6,72,MC,48,MC,51,MC,150/1,Bet 365,Further details
Samuel Stevens,-,-,-,59,51,2,17,44,31,MC,-,40,-,-,-,-,-,-,-,-,-,-,-,MC,140/1,Bet 365,Further details
Adam Hadwin,-,-,29,59,MC,-,65,9,MC,-,-,45,-,-,-,MC,39,30,57,MC,29,9,13,MC,250/1,Bet 365,Further details
Benjamin Griffin,-,-,-,45,7,MC,69,36,44,4,4,45,-,-,-,-,-,-,-,-,-,-,35,MC,90/1,Bet 365,Further details
Eric Cole,-,-,52,5,68,68,22,MC,MC,-,MC,50,-,-,-,-,-,-,-,-,-,-,27,MC,250/1,Bet 365,Further details
Alex Smalley,-,-,-,16,11,MC,-,21,-,10,18,-,-,-,-,-,-,-,-,-,-,-,65,MC,125/1,Bet 365,Further details
Beau Hossler,-,-,-,-,12,15,69,32,-,MC,32,-,-,-,-,-,-,-,46,MC,MC,MC,MC,MC,175/1,Bet 365,Further details
Benjamin Silverman,-,-,-,69,MC,MC,-,16,-,MC,MC,-,-,-,-,-,-,-,-,-,-,-,-,MC,500/1,Bet 365,Further details
Charley Hoffman,-,-,-,59,5,25,-,MC,-,MC,25,-,-,37,38,30,MC,30,MC,MC,17,MC,-,MC,275/1,Bet 365,Further details
David Skinns,-,-,-,MC,MC,MC,-,49,-,MC,MC,-,-,-,-,-,-,-,-,-,-,-,-,MC,2500/1,Bet 365,Further details
Erik Van Rooyen,42,-,-,30,MC,MC,40,MC,-,59,9,-,-,-,-,-,-,-,-,-,-,13,-,MC,300/1,Bet 365,Further details
Greyson Sigg,-,-,-,70,MC,9,-,32,-,17,64,-,-,-,-,-,-,-,-,-,-,-,MC,MC,350/1,Bet 365,Further details
Harry Hall,-,-,8,10,21,-,58,MC,-,34,MC,-,-,-,-,-,-,-,-,-,-,-,-,MC,175/1,Bet 365,Further details
Jordan Spieth,-,-,-,-,-,-,69,4,MC,-,9,-,-,-,4,MC,MC,MC,41,MC,48,MC,19,MC,60/1,Bet 365,Further details
Justin Lower,-,-,-,37,3,MC,62,-,-,MC,MC,-,-,-,-,-,-,-,-,-,-,-,MC,MC,400/1,Bet 365,Further details
Kevin Yu,-,-,44,-,MC,MC,64,16,17,45,-,-,-,-,-,-,-,-,-,-,-,-,-,MC,175/1,Bet 365,Further details
Luke List,-,-,-,72,MC,56,-,36,-,MC,MC,-,-,-,-,-,-,MC,MC,56,MC,-,MC,MC,600/1,Bet 365,Further details
Matt Kuchar,-,-,-,21,43,-,-,-,-,-,56,-,-,48,17,MC,3,82,17,26,MC,MC,MC,MC,275/1,Bet 365,Further details
Nicolai Hojgaard,-,-,-,-,65,-,-,36,-,8,18,-,-,-,-,-,-,-,-,-,-,-,-,MC,150/1,Bet 365,Further details
Nicolas Echavarria,-,-,32,2,MC,-,77,MC,34,-,MC,-,-,-,-,-,-,-,-,-,-,-,MC,MC,300/1,Bet 365,Further details
Ryan Fox,-,-,-,-,10,27,-,63,-,MC,MC,-,-,-,-,-,-,-,-,-,-,-,27,MC,250/1,Bet 365,Further details
Ryo Hisatsune,-,-,-,65,43,MC,-,MC,-,10,MC,-,-,-,-,-,-,-,-,-,-,-,-,MC,450/1,Bet 365,Further details
Adam Svensson,-,-,-,30,MC,MC,-,36,-,59,MC,MC,-,-,-,-,-,-,-,-,-,-,13,MC,250/1,Bet 365,Further details
Akshay Bhatia,-,-,32,-,37,-,22,32,9,9,-,MC,-,-,-,-,-,-,-,-,-,-,-,MC,90/1,Bet 365,Further details
Billy Horschel,-,-,51,MC,21,-,9,MC,MC,-,25,MC,-,MC,26,13,28,MC,37,26,58,WD,MC,MC,125/1,Bet 365,Further details
Cameron Davis,-,-,13,MC,18,-,5,-,MC,-,-,MC,-,-,-,-,-,-,-,-,MC,MC,6,MC,175/1,Bet 365,Further details
Camilo Villegas,-,-,-,MC,7,MC,-,44,-,-,MC,MC,-,-,MC,MC,70,-,-,-,-,-,-,MC,2000/1,Bet 365,Further details
Davis Thompson,-,-,36,MC,51,-,58,36,13,-,MC,MC,-,-,-,-,-,-,-,-,-,-,68,MC,90/1,Bet 365,Further details
KyoungHoon Lee,-,-,-,MC,MC,9,-,67,-,MC,MC,MC,-,-,-,-,-,-,-,-,41,55,MC,MC,750/1,Bet 365,Further details
Matthieu Pavon,-,-,48,-,-,MC,73,63,44,-,42,MC,-,-,-,-,-,-,-,-,-,-,-,MC,600/1,Bet 365,Further details
Nick Dunlap,-,-,55,10,34,-,58,57,17,-,-,MC,-,-,-,-,-,-,-,-,-,-,-,MC,200/1,Bet 365,Further details
Stephan Jaeger,-,-,36,3,-,MC,40,-,44,6,-,MC,-,-,-,-,-,-,-,-,-,MC,44,MC,125/1,Bet 365,Further details
Taylor Pendrith,-,-,13,45,-,7,9,-,50,-,MC,MC,-,-,-,-,-,-,-,-,-,13,69,MC,90/1,Bet 365,Further details
