Player,12,11,10,9,8,7,6,5,4,3,2,1,-,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024 Odds,Bookmaker,New Account Offer
Kevin Kisner,-,-,MC,-,-,-,MC,MC,-,-,-,29,-,20,4,1,MC,4,7,MC,2,MC,29,78,250/1,Bet 365,Further details
Adrien Dumont de Chassart,-,-,MC,-,-,55,MC,MC,-,-,MC,3,-,-,-,-,-,-,-,-,-,-,-,-,150/1,Bet 365,Further details
Patrick Rodgers,-,-,37,-,-,MC,11,-,67,-,24,9,-,-,-,44,10,MC,2,MC,MC,57,10,-,45/1,Bet 365,Further details
Matt Wallace,8,1,-,12,24,43,37,20,-,-,3,11,-,-,-,-,-,-,-,-,37,67,MC,-,33/1,Bet 365,Further details
Jacob Bridgeman,-,-,MC,-,-,11,46,29,-,-,14,12,-,-,-,-,-,-,-,-,-,-,54,-,60/1,Bet 365,Further details
Michael Kim,-,-,MC,-,-,MC,MC,5,-,-,30,12,-,-,-,52,27,MC,MC,-,-,-,35,-,66/1,Bet 365,Further details
Pierceson Coody,-,-,58,-,-,MC,MC,39,-,-,MC,12,-,-,-,-,-,-,-,-,-,-,-,-,125/1,Bet 365,Further details
Garrick Higgo,-,-,26,-,-,MC,MC,54,-,-,6,17,-,-,-,-,-,-,-,-,-,-,MC,-,200/1,Bet 365,Further details
Rico Hoey,-,-,37,-,-,68,21,3,22,-,45,17,-,-,-,-,-,-,-,-,-,-,-,-,66/1,Bet 365,Further details
Christo Lamprecht,-,-,MC^,-,-,-,-,MC,-,-,-,23,-,-,-,-,-,-,-,-,-,-,-,-,250/1,Bet 365,Further details
Seamus Power,-,-,26,-,-,11,11,MC,13,-,-,23,-,-,-,-,74,MC,MC,MC,-,4,5,-,28/1,Bet 365,Further details
Tom Whitney,-,-,47,-,-,MC,11,MC,-,-,42,23,-,-,-,-,-,-,-,-,-,-,-,-,300/1,Bet 365,Further details
Carl Yuan,-,-,MC,-,-,MC,11,MC,-,-,MC,29,-,-,-,-,-,-,-,-,-,-,39,-,400/1,Bet 365,Further details
Chad Ramey,-,-,58,-,-,WD,21,23,46,-,60,29,-,-,-,-,-,-,-,-,-,MC,MC,-,125/1,Bet 365,Further details
Joseph Bramlett,-,-,MC,-,-,63,21,52,-,-,58,29,-,-,-,-,-,-,-,MC,MC,MC,64,-,150/1,Bet 365,Further details
Ryo Hisatsune,-,77,MC,MC,-,MC,25,-,46,-,-,29,-,-,-,-,-,-,-,-,-,-,-,-,150/1,Bet 365,Further details
Hayden Springer,-,-,MC,-,-,8,MC,MC,-,-,45,37,-,-,-,-,-,-,-,-,-,-,-,-,125/1,Bet 365,Further details
Trace Crowe,-,-,MC,-,-,42,54,63,-,-,WD,37,-,-,-,-,-,-,-,-,-,-,-,-,200/1,Bet 365,Further details
David Skinns,-,-,44,-,-,37,MC,66,76,-,58,42,-,-,-,-,-,MC,-,-,-,29,-,-,350/1,Bet 365,Further details
Kevin Dougherty,-,-,64,-,-,MC,MC,MC,-,-,MC,42,-,-,-,-,-,-,-,-,-,-,-,-,400/1,Bet 365,Further details
Lucas Glover,-,-,13,-,-,3,3,-,-,-,24,42,-,40,73,9,36,-,11,-,23,MC,-,-,35/1,Bet 365,Further details
Seonghyeon Kim,-,MC^,MC,-,-,MC,64,51,46,-,MC,42,-,-,-,-,-,-,-,-,-,-,MC,-,300/1,Bet 365,Further details
Chez Reavie,-,-,32,-,-,MC,54,MC,-,-,MC,47,-,-,-,33,-,-,-,-,MC,26,-,-,300/1,Bet 365,Further details
Norman Xiong,-,-,MC,-,-,MC,63,29,-,-,MC,47,-,-,-,-,-,-,-,-,-,-,-,-,275/1,Bet 365,Further details
Daniel Berger,-,-,MC,-,-,7,35,39,-,-,20,62,-,-,22,-,-,-,-,-,-,-,-,-,66/1,Bet 365,Further details
"Blaine Hale, Jr.",-,-,37,-,-,MC,MC,MC,-,-,45,67,-,-,-,-,-,-,-,-,-,-,-,-,1000/1,Bet 365,Further details
Adam Hadwin,-,-,-,-,-,-,-,MC,-,-,-,-,-,-,81,-,-,-,-,68,MC,51,-,-,80/1,Bet 365,Further details
Anders Albertson,-,-,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,74,-,15,-,-,-,-,-,1000/1,Bet 365,Further details
Bud Cauley,-,-,32,-,-,5,MC,34,-,-,-,-,-,MC,-,MC,MC,8,MC,-,-,-,-,-,90/1,Bet 365,Further details
Chandler Phillips,-,-,13,-,-,33,MC,MC,33,-,20,-,-,-,-,-,-,-,-,-,-,-,-,-,80/1,Bet 365,Further details
David Hearn,-,-,-,-,-,-,-,-,-,-,-,-,-,40,-,9,-,17,15,30,MC,MC,-,-,TBC,Bet 365,Further details
Davis Riley,-,-,-,-,-,MC,-,41,73,-,-,-,-,-,-,-,-,-,-,76,-,MC,46,-,250/1,Bet 365,Further details
Francisco Bide,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4000/1,Bet 365,Further details
Gary Woodland,-,-,MC,-,-,16,-,9,33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,66/1,Bet 365,Further details
Jacob Modleski,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1000/1,Bet 365,Further details
Jake Knapp,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,150/1,Bet 365,Further details
Joe Highsmith,-,-,13,-,-,55,6,16,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,66/1,Bet 365,Further details
Kyle Stanley,-,-,-,-,-,-,-,-,-,-,-,-,-,55,-,33,21,-,-,30,6,69,-,-,TBC,Bet 365,Further details
Lee Hodges,-,-,MC,-,-,48,8,MC,16,-,-,-,-,-,-,-,-,-,54,-,-,57,MC,-,110/1,Bet 365,Further details
Luke Clanton,-,-,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,40/1,Bet 365,Further details
Matt McCarty,-,-,35^,5^,-,63,1,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50/1,Bet 365,Further details
Michael Thorbjornsen,-,-,50,-,-,8,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,80/1,Bet 365,Further details
Patrick Fishburn,-,-,3,-,-,48,MC,34,37,-,12,-,-,-,-,-,-,-,-,-,-,-,-,-,50/1,Bet 365,Further details
Paul Peterson,-,-,1^,MC^,-,69^,-,MC^,4^,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,500/1,Bet 365,Further details
Philip Knowles,-,-,MC,MC^,-,MC,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,MC,-,1000/1,Bet 365,Further details
Sangmoon Bae,-,-,37,-,-,-,-,-,MC^,WD^,-,-,-,-,-,-,-,-,59,MC,-,-,-,-,750/1,Bet 365,Further details
Sepp Straka,27,-,-,38,29,-,-,-,-,-,-,-,-,-,-,-,-,-,MC,MC,44,MC,MC,-,45/1,Bet 365,Further details
Seung-yul Noh,-,-,12^,MC^,-,18^,MC,-,-,-,45,-,-,27,-,MC,57,-,-,-,-,-,-,-,150/1,Bet 365,Further details
Steven Fisk,-,-,MC^,21^,-,20^,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,TBC,Bet 365,Further details
Taylor Moore,-,-,-,-,-,42,-,29,11,-,MC,-,-,-,-,-,-,-,-,-,-,8,MC,-,60/1,Bet 365,Further details
Tim Wilkinson,-,-,MC,-,-,MC,MC,-,-,-,MC,-,-,-,DQ,44,21,-,-,30,MC,-,-,-,3000/1,Bet 365,Further details
Trey Mullinax,-,-,MC,-,-,42,25,MC,-,-,MC,-,-,-,-,25,MC,37,65,-,-,MC,WD,-,250/1,Bet 365,Further details
Raul Pereda,-,-,MC,-,-,MC,54,-,1^,-,MC,DQ,-,-,-,-,-,-,-,-,-,-,-,-,4000/1,Bet 365,Further details
Alejandro Tosti,-,-,MC,-,-,MC,43,9,-,-,MC,MC,-,-,-,-,-,-,-,-,-,-,-,-,250/1,Bet 365,Further details
Andrew Putnam,-,-,44,-,-,25,-,16,27,-,-,MC,-,-,12,-,-,MC,-,-,37,MC,21,-,60/1,Bet 365,Further details
Bill Haas,-,-,MC,-,-,55,-,-,-,-,-,MC,-,-,22,33,13,MC,MC,35,-,47,MC,-,750/1,Bet 365,Further details
Brandt Snedeker,-,-,26,-,-,16,-,-,-,-,-,MC,-,-,-,MC,45,29,-,-,MC,47,-,-,600/1,Bet 365,Further details
Erik Barnes,-,-,WD,-,-,MC,60,-,-,-,MC,MC,-,-,-,-,-,-,-,-,-,-,10,-,3000/1,Bet 365,Further details
James Hahn,-,-,MC,-,-,-,-,-,-,-,-,MC,-,48,17,-,-,-,-,MC,MC,-,-,-,750/1,Bet 365,Further details
Joel Dahmen,-,-,50,-,-,MC,40,WD,41,-,14,MC,-,-,-,-,MC,49,37,MC,50,29,5,-,150/1,Bet 365,Further details
Roger Sloan,-,-,37,-,-,61,61,MC,-,-,MC,MC,-,-,MC,-,-,-,70,-,23,61,-,-,300/1,Bet 365,Further details
Ryan McCormick,-,-,MC,-,-,MC,MC,16,-,-,24,MC,-,-,-,-,-,-,-,-,-,-,-,-,500/1,Bet 365,Further details
Paul Barjon,-,-,MC,-,-,33,MC,MC,-,-,MC,WD,-,-,-,-,-,-,-,-,-,MC,-,-,1500/1,Bet 365,Further details
Wilson Furr,-,-,13,-,-,MC,46,54,-,-,MC,WD,-,-,-,-,-,-,-,-,-,-,-,-,500/1,Bet 365,Further details
Rafael Campos,-,-,13,-,-,MC,MC,MC,-,-,MC,1,-,-,-,-,-,-,-,MC,-,-,-,MC,150/1,Bet 365,Further details
Mark Hubbard,-,-,MC,MC,-,63,MC,14,41,-,-,3,-,-,48,18,79,-,-,53,MC,-,-,MC,66/1,Bet 365,Further details
Justin Lower,-,-,7,-,-,28,MC,MC,56,-,2,5,-,-,MC,-,-,-,-,-,-,MC,MC,MC,55/1,Bet 365,Further details
Lanto Griffin,-,-,61,-,-,-,54,29,-,-,60,12,-,-,-,-,-,MC,-,MC,-,40,-,MC,150/1,Bet 365,Further details
Troy Merritt,-,-,MC,-,-,MC,MC,MC,-,-,MC,12,-,MC,-,-,MC,54,23,30,MC,22,MC,MC,400/1,Bet 365,Further details
Francesco Molinari,-,MC,-,WD,-,-,MC,59,-,-,-,17,-,-,-,-,-,-,-,-,-,-,MC,MC,300/1,Bet 365,Further details
Robby Shelton IV,-,-,MC,-,-,MC,MC,MC,-,-,60,17,-,-,-,-,-,-,-,MC,MC,-,10,MC,350/1,Bet 365,Further details
Nick Watney,-,-,MC,-,-,-,-,-,-,-,-,23,-,-,85,-,-,MC,23,14,MC,MC,MC,MC,4000/1,Bet 365,Further details
Callum Tarren,-,-,MC,-,-,61,MC,MC,-,-,MC,37,-,-,-,-,-,-,-,-,-,MC,2,MC,600/1,Bet 365,Further details
Martin Laird,-,-,47,-,-,48,MC,MC,-,-,42,37,-,-,72,-,-,54,-,MC,MC,-,-,MC,225/1,Bet 365,Further details
Richy Werenski,-,-,55^,13^,-,25^,-,-,-,-,-,42,-,-,-,-,MC,MC,15,-,MC,MC,MC,MC,350/1,Bet 365,Further details
Benjamin Taylor,-,-,MC,-,-,MC,MC,46,-,-,MC,47,-,-,-,-,-,-,-,MC,-,-,21,MC,1000/1,Bet 365,Further details
Dylan Wu,-,-,MC,-,-,MC,69,MC,-,-,14,47,-,-,-,-,-,-,-,-,-,51,46,MC,175/1,Bet 365,Further details
Kevin Chappell,-,-,26,-,-,-,MC,MC,-,-,12,47,-,32,8,2,MC,-,-,MC,65,-,MC,MC,200/1,Bet 365,Further details
Tyson Alexander,-,-,MC,-,-,MC,54,MC,-,-,45,47,-,-,-,-,-,-,-,-,-,-,62,MC,1000/1,Bet 365,Further details
Henrik Norlander,53,8,61,-,-,28,8,MC,-,-,30,57,-,-,-,MC,2,54,54,5,-,MC,39,MC,100/1,Bet 365,Further details
Hayden Buckley,-,-,MC,-,-,MC,MC,MC,-,-,MC,65,-,-,-,-,-,-,-,-,-,MC,39,MC,600/1,Bet 365,Further details
Samuel Stevens,-,-,37,-,-,37,-,23,22,-,6,67,-,-,-,-,-,-,-,-,-,-,MC,MC,45/1,Bet 365,Further details
Adam Long,-,-,MC^,MC^,-,-,-,-,-,-,-,-,-,-,-,-,-,-,MC,35,30,16,MC,MC,1000/1,Bet 365,Further details
Brian Stuard,-,-,-,-,-,-,-,-,-,-,-,-,-,MC,MC,25,MC,22,MC,10,50,MC,MC,MC,TBC,Bet 365,Further details
Brice Garnett,-,-,-,-,-,63,MC,MC,-,-,-,-,-,36,73,85,-,29,37,MC,MC,MC,46,MC,250/1,Bet 365,Further details
Davis Love III,-,-,-,-,-,-,-,-,-,-,-,-,-,MC,41,33,MC,MC,65,MC,-,68,-,MC,4000/1,Bet 365,Further details
Dylan Frittelli,39,MC,MC,MC,61,MC,57,-,-,-,59,-,-,-,-,-,-,-,-,35,MC,MC,MC,MC,TBC,Bet 365,Further details
Jim Herman,-,-,-,-,-,-,-,-,-,-,-,-,-,MC,MC,18,13,54,MC,35,30,47,46,MC,TBC,Bet 365,Further details
Jimmy Walker,-,-,7,-,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,MC,-,MC,TBC,Bet 365,Further details
Jonathan Byrd,-,-,60^,-,-,-,-,-,-,-,-,-,-,55,MC,44,21,MC,23,MC,MC,37,MC,MC,1000/1,Bet 365,Further details
Keith Mitchell,-,-,12,-,-,3,MC,MC,-,-,MC,-,-,-,-,-,-,54,MC,14,44,12,39,MC,50/1,Bet 365,Further details
Kyle Westmoreland,-,-,MC^,44^,-,51^,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,MC,MC,250/1,Bet 365,Further details
Marty Dou Zecheng,-,-,MC^,-,-,-,-,-,-,-,2^,-,-,-,-,-,-,MC,-,-,-,-,67,MC,500/1,Bet 365,Further details
Paul Haley II,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29,MC,TBC,Bet 365,Further details
Ryan Armour,-,-,-,-,-,MC,-,-,-,-,-,-,-,-,81,-,36,37,15,23,MC,MC,46,MC,TBC,Bet 365,Further details
Sunghoon Kang,MC,MC,MC,-,69,64,MC,MC,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,MC,MC,3000/1,Bet 365,Further details
Webb Simpson,-,-,32,-,-,-,-,MC,-,-,-,-,-,7,41,-,36,WD,3,2,37,8,MC,MC,90/1,Bet 365,Further details
Zach Johnson,-,-,-,-,-,MC,-,-,-,-,-,-,-,16,MC,75,MC,8,7,61,6,16,MC,MC,125/1,Bet 365,Further details
Austin Cook,-,-,MC,-,-,-,MC,-,-,-,MC,MC,-,-,-,-,-,1,11,61,MC,MC,MC,MC,1000/1,Bet 365,Further details
Doug Ghim,-,-,47,-,-,33,25,2,27,-,20,MC,-,-,-,-,-,-,-,65,18,40,-,MC,40/1,Bet 365,Further details
Josh Teater,-,-,61,-,-,MC,MC,-,-,-,45,MC,-,-,MC,-,45,37,MC,MC,54,-,-,MC,1000/1,Bet 365,Further details
Kevin Streelman,-,-,MC,-,-,42,3,MC,-,-,24,MC,-,-,-,MC,36,17,MC,MC,54,51,35,MC,175/1,Bet 365,Further details
Kevin Yu,-,-,-,-,-,1,-,MC,16,-,-,MC,-,-,-,-,-,-,-,-,-,MC,54,MC,100/1,Bet 365,Further details
Martin Trainer,-,-,MC,-,-,MC,MC,-,-,-,MC,MC,-,-,-,-,-,-,MC,-,MC,MC,54,MC,2500/1,Bet 365,Further details
Nate Lashley,-,-,MC,-,-,55,61,29,16,-,55,MC,-,-,-,-,-,49,59,-,37,51,MC,MC,150/1,Bet 365,Further details
Peter Malnati,-,-,-,MC,-,MC,MC,MC,-,-,-,MC,-,-,-,75,MC,MC,MC,MC,48,40,MC,MC,450/1,Bet 365,Further details
Ryan Brehm,-,-,MC,-,-,MC,MC,MC,-,-,64,MC,-,-,-,-,MC,-,-,50,63,-,MC,MC,2500/1,Bet 365,Further details
Sean O'Hair,-,-,MC,-,-,-,MC,-,-,-,MC,MC,-,MC,17,18,-,MC,46,-,59,-,MC,MC,1500/1,Bet 365,Further details
Zac Blair,-,-,13,-,-,MC,66,61,46,-,45,MC,-,-,32,33,57,MC,-,MC,-,-,29,MC,250/1,Bet 365,Further details
Mj Daffue,MC,-,-,-,-,MC,MC,MC,-,-,-,WD,-,-,-,-,-,-,-,-,-,-,69,MC,400/1,Bet 365,Further details
