Player,12,11,10,9,8,7,6,5,4,3,2,1,-,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024 Odds,Bookmaker,New Account Offer
Callum Tarren,MC,-,MC,-,-,-,-,MC,-,-,61,MC,-,-,-,-,-,-,-,-,-,-,MC,23,350/1,Bet 365,Further details
Matthias Schmid,12,26,64,-,-,-,17,58,40,-,16,5,-,-,-,-,-,-,-,-,-,-,-,26,45/1,Bet 365,Further details
Harry Hall,24,-,MC,-,-,12,-,MC,18,-,-,35,-,-,-,-,-,-,-,-,-,8,15,26,33/1,Bet 365,Further details
Greyson Sigg,MC,-,MC,-,-,-,-,4,-,-,MC,11,-,-,-,-,-,-,-,-,-,47,44,28,125/1,Bet 365,Further details
Sam Ryder,MC,-,MC,-,-,-,-,MC,-,-,MC,40,-,-,-,-,-,MC,3,18,MC,MC,28,28,175/1,Bet 365,Further details
Davis Riley,46,-,38,-,-,-,-,-,-,-,MC,-,-,-,-,-,-,-,-,-,-,56,-,28,150/1,Bet 365,Further details
Benjamin Taylor,MC,-,52,-,-,-,-,MC,-,-,MC,MC,-,-,-,-,-,-,-,29,-,-,MC,28,600/1,Bet 365,Further details
Nicholas Lindheim,MC,-,-,-,-,-,-,MC,-,-,48,MC,-,-,-,-,WD,WD,-,-,-,-,MC,28,TBC,Bet 365,Further details
Henrik Norlander,12,-,MC,-,-,53,8,61,-,-,28,8,-,-,-,MC,-,-,-,MC,58,65,MC,35,80/1,Bet 365,Further details
Davis Thompson,-,-,12,33,41,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,35,25/1,Bet 365,Further details
Taylor Montgomery,-,-,-,-,-,-,-,MC,-,-,WD,MC,-,-,-,-,-,-,-,-,-,-,15,35,200/1,Bet 365,Further details
Scott Piercy,37,-,-,-,-,-,-,-,-,-,-,54,-,MC,7,25,24,32,10,MC,19,MC,MC,42,200/1,Bet 365,Further details
Nate Lashley,MC,-,59,-,-,-,-,MC,-,-,55,61,-,-,-,-,-,MC,-,62,52,35,MC,42,150/1,Bet 365,Further details
Zac Blair,MC,-,45,-,-,-,-,13,-,-,MC,66,-,-,75,MC,MC,MC,-,MC,MC,-,MC,42,200/1,Bet 365,Further details
Matthew NeSmith,9,-,MC,-,-,-,-,MC,-,-,48,MC,-,-,-,-,-,-,-,18,8,14,2,42,110/1,Bet 365,Further details
Chad Ramey,24,-,52,-,-,-,-,58,-,-,WD,21,-,-,-,-,-,-,-,-,-,14,28,46,110/1,Bet 365,Further details
J.J Spaun,9,-,3,-,-,-,-,26,-,-,WD,25,-,-,-,-,MC,10,15,MC,-,35,15,46,45/1,Bet 365,Further details
Patton Kizzire,MC,-,MC,-,-,-,-,1,-,-,11,43,-,-,-,2,MC,4,-,42,24,MC,75,46,66/1,Bet 365,Further details
Samuel Stevens,64,-,MC,-,-,-,-,37,-,-,37,-,-,-,-,-,-,-,-,-,-,-,-,46,60/1,Bet 365,Further details
Webb Simpson,-,-,MC,-,-,-,-,32,-,-,-,-,-,1,4,56,31,20,15,7,13,MC,-,46,66/1,Bet 365,Further details
Garrick Higgo,MC,-,MC,-,-,-,-,26,-,-,MC,MC,-,-,-,-,-,-,-,-,-,MC,MC,46,200/1,Bet 365,Further details
Carl Yuan,-,56,MC,-,-,-,-,MC,-,-,MC,11,-,-,-,-,-,-,-,-,-,-,MC,52,250/1,Bet 365,Further details
Nick Hardy,46,-,38,-,-,-,-,50,-,-,28,8,-,-,-,-,-,-,MC,-,-,-,44,55,90/1,Bet 365,Further details
Justin Suh,19,-,52,-,-,-,-,37,-,-,MC,46,-,-,-,-,-,-,-,-,8,-,MC,56,110/1,Bet 365,Further details
Alex Smalley,12,-,MC,-,-,-,-,MC,-,-,5,25,-,-,-,-,-,-,-,-,-,47,-,61,80/1,Bet 365,Further details
Hayden Buckley,MC,-,MC,-,-,-,-,MC,-,-,MC,MC,-,-,-,-,-,-,-,-,-,8,20,64,300/1,Bet 365,Further details
Troy Merritt,MC,-,MC,-,-,-,-,MC,-,-,MC,MC,-,-,49,MC,48,51,57,63,43,MC,MC,64,350/1,Bet 365,Further details
Matt McCarty,26^,2^,1^,9^,1^,-,-,35^,5^,-,63,1,-,-,-,-,-,-,-,-,-,-,-,-,33/1,Bet 365,Further details
Stephan Jaeger,-,26,MC,40,39,-,-,-,-,-,23,2,-,-,-,-,-,20,MC,-,-,MC,44,-,28/1,Bet 365,Further details
Harris English,-,-,-,61,-,-,-,MC,-,-,MC,6,-,40,16,-,4,MC,36,-,MC,MC,28,-,40/1,Bet 365,Further details
Joe Highsmith,44,-,MC,-,-,-,-,13,-,-,55,6,-,-,-,-,-,-,-,-,-,-,-,-,110/1,Bet 365,Further details
Lee Hodges,MC,-,MC,-,-,-,-,MC,-,-,48,8,-,-,-,-,-,-,-,-,-,27,MC,-,110/1,Bet 365,Further details
Seamus Power,37,-,28,10,-,-,-,26,-,-,11,11,-,-,-,-,57,41,MC,-,-,21,MC,-,30/1,Bet 365,Further details
Tom Whitney,MC,-,MC,-,-,-,-,47,-,-,MC,11,-,-,-,-,-,MC,-,-,-,-,-,-,300/1,Bet 365,Further details
Joseph Bramlett,37,-,MC,-,-,-,-,MC,-,-,63,21,-,-,-,-,-,-,-,-,43,MC,MC,-,125/1,Bet 365,Further details
Rico Hoey,67,-,22,-,-,-,-,37,-,-,68,21,-,-,-,-,-,-,-,-,-,-,-,-,90/1,Bet 365,Further details
Kurt Kitayama,6,-,MC,-,-,-,-,-,-,-,-,25,-,-,-,-,MC,-,-,MC,-,-,MC,-,28/1,Bet 365,Further details
Trey Mullinax,-,-,17^,MC^,-,-,-,MC,-,-,42,25,-,-,-,-,36,20,MC,-,-,56,-,-,125/1,Bet 365,Further details
Daniel Berger,MC,-,45,-,-,-,-,MC,-,-,7,35,-,-,MC,-,-,-,-,18,-,-,-,-,70/1,Bet 365,Further details
Philip Knowles,-,MC^,MC^,13^,MC^,-,-,MC,MC^,-,MC,40,-,-,-,-,-,-,-,-,-,-,64,-,TBC,Bet 365,Further details
Alejandro Tosti,MC,18,MC,-,-,-,-,MC,-,-,MC,43,-,-,-,-,-,-,-,-,-,-,-,-,200/1,Bet 365,Further details
Ben Kohles,24,-,MC,-,-,-,-,64,-,-,16,46,-,-,-,-,-,-,-,-,-,-,-,-,110/1,Bet 365,Further details
Chan Kim,MC,-,12,-,-,-,-,26,-,-,33,46,-,-,-,-,-,-,-,-,-,-,-,-,50/1,Bet 365,Further details
Jacob Bridgeman,19,-,12,-,-,-,-,MC,-,-,11,46,-,-,-,-,-,-,-,-,-,-,-,-,80/1,Bet 365,Further details
Ryan Fox,-,WD,MC,-,-,-,-,MC,61,-,11,46,-,-,-,-,-,-,-,-,-,-,-,-,55/1,Bet 365,Further details
Wilson Furr,MC,-,MC,-,-,-,-,13,-,-,MC,46,-,-,-,-,-,-,-,-,-,-,-,-,TBC,Bet 365,Further details
Raul Pereda,MC,-,MC,-,-,-,-,MC,-,-,MC,54,-,-,-,-,-,-,-,-,-,-,-,-,TBC,Bet 365,Further details
Trace Crowe,24,-,7,-,-,-,-,MC,-,-,42,54,-,-,-,-,-,-,-,-,-,-,-,-,125/1,Bet 365,Further details
Roger Sloan,MC,-,12,-,-,-,-,37,-,-,61,61,-,-,-,-,-,-,MC,MC,-,MC,-,-,225/1,Bet 365,Further details
Norman Xiong,-,-,-,-,-,-,-,MC,-,-,MC,63,-,-,-,-,-,-,-,-,-,-,-,-,300/1,Bet 365,Further details
Alexander Bjork,-,-,-,-,-,-,12,-,MC,-,-,68,-,-,-,-,-,-,-,-,-,-,-,-,200/1,Bet 365,Further details
Benjamin Silverman,53,-,MC,-,-,-,-,4,-,-,-,-,-,-,-,-,-,47,-,-,-,-,-,-,60/1,Bet 365,Further details
Brendon Todd,-,-,12,22,-,-,-,44,-,-,-,-,-,12,-,MC,-,-,-,MC,-,-,28,-,66/1,Bet 365,Further details
Caden Fioroni,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,400/1,Bet 365,Further details
Christo Lamprecht,MC^,-,29^,MC^,MC^,-,-,MC^,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,250/1,Bet 365,Further details
Christopher Gotterup,59,-,22,-,-,-,-,MC,-,-,MC,-,-,-,-,-,-,-,-,-,-,-,44,-,125/1,Bet 365,Further details
Dan McCarthy,MC^,8^,53^,41^,MC^,-,-,35^,7^,-,44^,-,-,-,-,-,-,-,-,-,-,-,-,-,500/1,Bet 365,Further details
Erik Matthewson,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,TBC,Bet 365,Further details
Gary Woodland,37,-,28,-,-,-,-,MC,-,-,16,-,-,-,-,-,-,18,10,55,-,-,WD,-,80/1,Bet 365,Further details
Ian Gilligan,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,350/1,Bet 365,Further details
Jhonattan Vegas,1,-,61,40,-,-,-,32,-,-,23,-,-,40,MC,43,-,-,28,MC,-,-,-,-,45/1,Bet 365,Further details
Matt Kuchar,3,-,12,-,-,-,-,13,-,-,MC,-,-,-,-,-,-,-,57,-,34,35,-,-,60/1,Bet 365,Further details
Maverick McNealy,3,-,45,12,-,-,-,MC,-,-,MC,-,-,-,-,-,-,MC,-,37,MC,MC,10,-,33/1,Bet 365,Further details
Rickie Fowler,-,-,-,-,-,-,-,-,-,-,16,-,-,-,-,25,-,-,4,-,MC,MC,MC,-,60/1,Bet 365,Further details
Taylor Moore,12,-,52,66,-,-,-,-,-,-,42,-,-,-,-,-,-,MC,-,-,-,24,MC,-,70/1,Bet 365,Further details
Aaron Baddeley,53,-,WD,-,-,-,-,50,-,-,MC,MC,-,-,33,-,MC,10,-,37,-,-,-,-,400/1,Bet 365,Further details
Adrien Dumont de Chassart,MC,40,MC,-,-,-,-,MC,-,-,55,MC,-,-,-,-,-,-,-,-,-,-,-,-,450/1,Bet 365,Further details
"Blaine Hale, Jr.",MC,-,MC,-,-,-,-,37,-,-,MC,MC,-,-,-,-,-,-,-,-,-,-,-,-,TBC,Bet 365,Further details
Brandon Wu,MC,-,MC,-,-,-,-,13,-,-,55,MC,-,-,-,-,-,-,-,-,-,MC,56,-,200/1,Bet 365,Further details
Brice Garnett,33,-,41,-,-,-,-,-,-,-,63,MC,-,53,63,-,-,MC,MC,-,51,MC,-,-,250/1,Bet 365,Further details
Bud Cauley,MC,-,MC,-,-,-,-,32,-,-,5,MC,-,MC,-,-,MC,-,10,MC,-,-,-,-,110/1,Bet 365,Further details
Camilo Villegas,-,WD,MC,-,-,-,-,MC,-,-,MC,MC,-,MC,72,16,-,75,-,-,MC,35,-,-,2500/1,Bet 365,Further details
Chandler Phillips,MC,-,38,-,-,-,-,13,-,-,33,MC,-,-,-,-,-,-,-,-,-,-,-,-,90/1,Bet 365,Further details
Danny Willett,-,-,-,MC,-,MC,-,MC,48,-,MC,MC,-,-,-,-,-,-,-,-,-,21,-,-,450/1,Bet 365,Further details
David Skinns,24,-,MC,-,-,-,-,44,-,-,37,MC,-,-,-,-,-,-,-,-,-,-,-,-,150/1,Bet 365,Further details
Francesco Molinari,-,-,-,62,-,-,MC,-,WD,-,-,MC,-,-,-,-,4,-,-,-,MC,67,-,-,400/1,Bet 365,Further details
Hayden Springer,59,-,MC,-,-,-,-,MC,-,-,8,MC,-,-,-,-,-,-,-,-,-,-,-,-,110/1,Bet 365,Further details
Josh Teater,MC,-,MC,-,-,-,-,61,-,-,MC,MC,-,70,-,-,MC,-,MC,-,-,-,-,-,TBC,Bet 365,Further details
Keith Mitchell,46,-,12,-,-,-,-,12,-,-,3,MC,-,-,-,-,-,MC,-,MC,MC,MC,60,-,30/1,Bet 365,Further details
Kevin Dougherty,MC,-,MC,-,-,-,-,64,-,-,MC,MC,-,-,-,-,-,-,MC,-,-,-,-,-,500/1,Bet 365,Further details
Kevin Kisner,33,-,MC,-,-,-,-,MC,-,-,-,MC,-,MC,56,25,-,-,-,-,-,MC,-,-,2000/1,Bet 365,Further details
Michael Thorbjornsen,MC,-,MC,-,-,-,-,50,-,-,8,MC,-,-,-,-,-,-,-,-,-,-,-,-,55/1,Bet 365,Further details
Patrick Fishburn,6,-,MC,-,-,-,-,3,-,-,48,MC,-,-,-,-,-,-,-,-,-,-,-,-,60/1,Bet 365,Further details
Paul Barjon,MC,-,MC,-,-,-,-,MC,-,-,33,MC,-,-,-,-,-,-,-,-,-,-,-,-,1000/1,Bet 365,Further details
Pierceson Coody,72,-,61,-,-,-,-,58,-,-,MC,MC,-,-,-,-,-,-,-,-,-,-,-,-,175/1,Bet 365,Further details
Rafael Campos,MC,30,MC,-,-,-,-,13,-,-,MC,MC,-,-,-,-,-,-,-,-,-,-,-,-,350/1,Bet 365,Further details
Ryan McCormick,MC,-,MC,-,-,-,-,MC,-,-,MC,MC,-,-,-,-,-,-,-,-,-,-,-,-,1500/1,Bet 365,Further details
Sami Valimaki,-,45,-,12,-,MC,-,9,57,-,63,MC,-,-,-,-,-,-,-,-,-,-,-,-,150/1,Bet 365,Further details
Scott Gutschewski,MC,-,21^,30^,-,-,-,MC,-,-,MC,MC,-,-,-,-,-,-,-,-,-,-,-,-,TBC,Bet 365,Further details
Tim Wilkinson,-,-,-,-,-,-,-,MC,-,-,MC,MC,-,MC,MC,-,-,-,-,-,-,-,-,-,TBC,Bet 365,Further details
Kevin Streelman,64,-,MC,-,-,-,-,MC,-,-,42,3,-,-,2,16,61,67,51,MC,MC,47,20,MC,150/1,Bet 365,Further details
Benjamin Griffin,MC,-,7,50,-,-,-,-,-,-,37,11,-,-,-,-,-,-,-,-,-,-,60,MC,40/1,Bet 365,Further details
Carson Young,71,-,MC,-,-,-,-,MC,-,-,48,11,-,-,-,-,-,-,-,-,-,-,MC,MC,125/1,Bet 365,Further details
Nicolas Echavarria,-,35,22,-,-,-,-,MC,-,-,MC,11,-,-,-,-,-,-,-,-,-,-,-,MC,175/1,Bet 365,Further details
Doug Ghim,24,-,41,-,-,-,-,47,-,-,33,25,-,-,-,-,-,-,MC,-,-,40,56,MC,60/1,Bet 365,Further details
William Gordon,MC,-,MC,-,-,-,-,MC,-,-,48,35,-,-,-,-,-,-,-,-,MC,-,44,MC,275/1,Bet 365,Further details
Chez Reavie,MC,-,MC,-,-,-,-,32,-,-,MC,54,-,MC,MC,67,24,-,-,MC,63,MC,MC,MC,275/1,Bet 365,Further details
Tyson Alexander,MC,-,MC,-,-,-,-,MC,-,-,MC,54,-,-,-,-,-,-,-,-,-,-,64,MC,1500/1,Bet 365,Further details
Seonghyeon Kim,MC,-,66,-,-,-,MC^,MC,-,-,MC,64,-,-,-,-,-,-,-,-,-,-,4,MC,200/1,Bet 365,Further details
Dylan Wu,53,-,MC,-,-,-,-,MC,-,-,MC,69,-,-,-,-,-,-,-,MC,-,-,-,MC,225/1,Bet 365,Further details
Adam Schenk,59,-,MC,-,-,-,-,MC,-,-,MC,-,-,-,-,-,-,20,MC,18,27,3,12,MC,110/1,Bet 365,Further details
Andrew Putnam,19,-,MC,-,-,-,-,44,-,-,25,-,-,-,33,-,-,MC,-,18,58,11,12,MC,50/1,Bet 365,Further details
Austin Eckroat,MC,-,6,18,46,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,MC,60/1,Bet 365,Further details
Charley Hoffman,59,-,12,-,-,-,-,26,-,-,28,-,-,4,MC,MC,MC,18,-,74,MC,44,MC,MC,70/1,Bet 365,Further details
Emiliano Grillo,24,43,59,33,-,-,-,-,-,-,11,-,-,-,-,MC,-,-,-,MC,34,47,73,MC,66/1,Bet 365,Further details
Kevin Yu,73,52,MC,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,27,37,MC,50/1,Bet 365,Further details
Ryan Palmer,-,-,-,-,-,-,-,MC,-,-,-,-,-,MC,-,16,-,-,7,37,34,MC,MC,MC,400/1,Bet 365,Further details
Tom Hoge,MC,-,-,46,13,29,-,7,-,-,-,-,-,-,67,67,-,7,MC,-,24,14,4,MC,25/1,Bet 365,Further details
Andrew Novak,24,-,52,-,-,-,-,-,-,-,23,MC,-,-,-,-,-,-,-,MC,-,-,-,MC,60/1,Bet 365,Further details
David Lipsky,MC,-,MC,-,-,-,-,2,-,-,MC,MC,-,-,-,-,-,-,-,-,-,-,44,MC,250/1,Bet 365,Further details
Justin Lower,33,-,33,-,-,-,-,7,-,-,28,MC,-,-,-,-,-,-,-,-,-,-,20,MC,70/1,Bet 365,Further details
Mark Hubbard,-,-,MC,61,-,-,-,MC,MC,-,63,MC,-,-,MC,35,MC,-,-,42,MC,44,28,MC,110/1,Bet 365,Further details
Martin Laird,MC,-,MC,-,-,-,-,47,-,-,48,MC,-,MC,18,43,27,MC,28,48,1,11,37,MC,150/1,Bet 365,Further details
Peter Malnati,MC,-,MC,59,-,-,-,-,MC,-,MC,MC,-,-,-,56,MC,32,15,MC,5,MC,-,MC,300/1,Bet 365,Further details
Robby Shelton IV,67,-,-,-,-,-,-,MC,-,-,MC,MC,-,-,-,-,-,-,-,42,34,-,15,MC,275/1,Bet 365,Further details
Ryan Brehm,MC,-,MC,-,-,-,-,MC,-,-,MC,MC,-,-,-,-,27,-,-,MC,-,-,MC,MC,1500/1,Bet 365,Further details
C.T. Pan,-,18,WD,-,-,-,-,WD,-,-,MC,MC,-,-,-,-,57,MC,-,MC,52,-,-,WD,125/1,Bet 365,Further details
