Player,12,11,10,9,8,7,6,5,4,3,2,1,-,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025 Odds,Bookmaker,New Account Offer
Rikuya Hoshino,9,-,37,28,-,-,-,-,-,-,MC,43,-,-,-,-,-,-,-,-,-,-,-,-,300/1,Bet 365,Further details
Matt Wallace,-,-,3,11,53,-,-,-,-,-,-,45,-,-,-,-,-,-,-,-,-,-,-,MC,80/1,Bet 365,Further details
Ryan Gerard,-,-,14,-,-,-,-,-,-,-,37,51,-,-,-,-,-,-,-,-,-,-,-,-,150/1,Bet 365,Further details
Brandt Snedeker,-,-,-,MC,MC,-,-,-,-,-,53,51,-,MC,19,1,9,45,62,3,32,MC,-,78,200/1,Bet 365,Further details
Samuel Stevens,22,-,6,67,42,-,-,-,-,-,59,51,-,-,-,-,-,-,-,-,-,-,13,43,90/1,Bet 365,Further details
Matthew Riedel,-,-,-,-,-,-,-,-,-,-,-,51,-,-,-,-,-,-,-,-,-,-,-,-,400/1,Bet 365,Further details
Siwoo Kim,6,-,-,-,WD,-,-,-,-,32,MC,51,-,-,-,18,WD,35,29,-,MC,11,25,-,40/1,Bet 365,Further details
Brian Campbell,-,-,-,-,-,-,-,-,-,-,WD,51,-,-,-,-,41,-,-,-,-,-,-,-,200/1,Bet 365,Further details
Kurt Kitayama,5,-,-,-,-,-,-,-,-,-,37,58,-,-,-,-,-,-,-,-,-,MC,MC,-,35/1,Bet 365,Further details
Rico Hoey,22,-,45,17,-,-,-,-,-,-,59,58,-,-,-,-,-,-,-,-,-,-,-,MC,90/1,Bet 365,Further details
Taylor Montgomery,-,-,64,-,42,-,-,-,-,-,65,58,-,-,-,-,-,-,-,-,-,11,31,13,350/1,Bet 365,Further details
Kristoffer Ventura,-,-,-,-,-,-,-,-,-,-,-,58,-,-,-,-,-,-,-,MC,MC,-,-,-,400/1,Bet 365,Further details
Alejandro Tosti,-,-,MC,MC,MC,-,-,-,-,-,MC,58,-,-,-,-,-,-,-,-,-,-,-,43,350/1,Bet 365,Further details
Jeremy Paul,-,-,-,-,-,-,-,-,-,-,45,64,-,-,-,-,-,-,-,-,-,-,-,-,350/1,Bet 365,Further details
Vincent Whaley,-,-,55,5,8,-,-,-,-,-,72,64,-,-,-,-,-,-,-,MC,MC,MC,-,MC,275/1,Bet 365,Further details
Joe Highsmith,-,-,5,-,11,-,-,-,-,-,MC,66,-,-,-,-,-,-,-,-,-,-,-,33,100/1,Bet 365,Further details
William Gordon,-,-,MC,47,30,-,-,-,-,-,MC,66,-,-,-,-,-,-,-,21,42,-,MC,MC,600/1,Bet 365,Further details
Eric Cole,6,-,-,-,15,-,-,-,-,52,5,68,-,-,-,-,-,-,-,-,-,-,MC,MC,80/1,Bet 365,Further details
McClure Meissner,27,-,-,-,-,-,-,-,-,-,21,68,-,-,-,-,-,-,-,-,-,-,-,MC,66/1,Bet 365,Further details
Patrick Rodgers,67,-,24,9,17,-,-,-,-,-,MC,70,-,-,-,MC,4,MC,MC,9,MC,62,MC,9,75/1,Bet 365,Further details
Stephan Jaeger,-,-,-,-,-,-,-,-,-,36,3,-,-,-,-,-,-,MC,66,-,-,MC,53,3,45/1,Bet 365,Further details
Keegan Bradley,-,-,-,-,-,-,5,-,-,15,6,-,-,16,41,MC,4,5,35,16,-,65,2,43,22/1,Bet 365,Further details
Hideki Matsuyama,46,-,-,2^,-,-,-,-,-,1,16,-,-,16,MC,MC,33,12,3,45,53,30,9,13,11/1,Bet 365,Further details
Gary Woodland,33,-,-,-,MC,-,-,-,-,-,16,-,-,10,45,18,20,12,9,MC,48,39,62,MC,90/1,Bet 365,Further details
Sahith Theegala,56,-,-,-,-,-,8,-,-,36,37,-,-,-,-,-,-,-,-,-,-,25,4,64,30/1,Bet 365,Further details
Maverick McNealy,WD,-,6,17,1,-,-,-,-,8,45,-,-,-,-,-,-,29,-,15,MC,30,31,37,30/1,Bet 365,Further details
Taylor Pendrith,-,-,-,19^,-,-,-,-,-,13,45,-,-,-,-,-,-,-,-,-,-,16,60,9,33/1,Bet 365,Further details
Thomas Detry,-,-,13,-,-,-,36,-,-,5,53,-,-,-,-,-,-,-,-,-,-,-,37,20,60/1,Bet 365,Further details
Ludvig Aberg,-,-,-,-,17,-,6,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,9,11/1,Bet 365,Further details
Aaron Rai,-,-,-,-,-,-,14,-,-,15,-,-,-,-,-,-,-,-,-,-,-,6,52,33,45/1,Bet 365,Further details
Max Homa,27,-,-,-,-,-,14,-,-,26,-,-,-,MC,MC,-,MC,-,-,9,18,MC,1,13,33/1,Bet 365,Further details
Matthieu Pavon,-,-,-,-,-,-,17,-,-,48,-,-,-,-,-,-,-,-,-,-,-,-,-,1,100/1,Bet 365,Further details
Robby Shelton IV,-,-,60,17,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,36,16,-,67,25,TBC,Bet 365,Further details
Shane Lowry,-,-,13,3,-,-,-,-,-,-,-,-,-,-,7,13,33,MC,-,-,-,-,-,25,33/1,Bet 365,Further details
Hayden Springer,-,-,45,37,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,33,250/1,Bet 365,Further details
Justin Rose,-,-,68,34,18^,-,-,-,-,-,-,-,-,-,MC,MC,4,8,1,MC,-,6,18,56,66/1,Bet 365,Further details
Brandon Wu,-,-,30,23,49,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55,-,MC,-,-,TBC,Bet 365,Further details
Cavin McCall,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4000/1,Bet 365,Further details
Jackson Koivun,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100/1,Bet 365,Further details
Willie Mack III,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,MC,-,-,-,4000/1,Bet 365,Further details
Matthew NeSmith,-,-,MC,MC,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30,48,34,MC,MC,TBC,Bet 365,Further details
Troy Merritt,-,-,MC,12,MC,-,-,-,-,-,-,-,-,MC,MC,-,MC,MC,-,-,72,-,-,MC,1000/1,Bet 365,Further details
Dylan Wu,-,-,14,47,MC,-,-,-,-,-,15^,-,-,-,-,-,-,-,-,-,-,MC,MC,50,350/1,Bet 365,Further details
Seonghyeon Kim,46,-,MC,42,42,-,-,-,-,-,2^,-,-,-,-,-,-,-,-,-,-,-,20,50,300/1,Bet 365,Further details
Kevin Tway,-,-,57,MC,42,-,-,-,-,-,53^,-,-,37,-,-,41,35,43,30,MC,46,18,-,400/1,Bet 365,Further details
Carl Yuan,-,-,MC,29,MC,-,-,-,-,-,53^,-,-,-,-,-,-,-,-,-,-,-,MC,MC,TBC,Bet 365,Further details
Garrick Higgo,-,-,6,17,53,-,-,-,-,-,59^,-,-,-,-,-,-,-,-,-,-,-,53,MC,TBC,Bet 365,Further details
Pierceson Coody,-,-,MC,12,MC,-,-,-,-,-,7^,-,-,-,-,-,-,-,-,-,-,-,-,MC,300/1,Bet 365,Further details
Austin Eckroat,-,-,1,-,17,-,-,-,-,15,MC,-,-,-,-,-,-,-,-,-,-,MC,MC,37,66/1,Bet 365,Further details
Luke Clanton,-,-,-,-,2,-,-,-,-,-,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,45/1,Bet 365,Further details
Joseph Bramlett,-,-,58,29,35,-,-,-,-,-,MC^,-,-,-,-,-,-,-,-,45,18,67,13,25,150/1,Bet 365,Further details
Scott Gutschewski,-,-,-,-,-,-,-,-,-,-,MC^,-,-,-,-,-,-,-,-,-,-,MC,-,MC,4000/1,Bet 365,Further details
Jackson Suber,-,-,-,-,-,-,-,-,-,-,6,MC,-,-,-,-,-,-,-,-,-,-,-,-,175/1,Bet 365,Further details
Patrick Fishburn,37,-,12,-,8,-,-,-,-,-,6,MC,-,-,-,-,-,-,-,-,-,-,-,MC,75/1,Bet 365,Further details
Jesper Svensson,-,-,44,7,-,-,36,-,-,-,10,MC,-,-,-,-,-,-,-,-,-,-,-,-,125/1,Bet 365,Further details
Paul Peterson,4^,-,-,-,25,-,-,-,-,-,10,MC,-,-,-,-,-,-,-,-,-,-,-,-,350/1,Bet 365,Further details
Zach Johnson,-,-,-,-,MC,-,-,-,-,-,21,MC,-,-,-,-,-,-,-,-,-,-,-,-,275/1,Bet 365,Further details
Andrew Putnam,27,-,-,MC,MC,-,-,-,-,-,30,MC,-,-,MC,-,-,54,-,-,-,-,-,-,150/1,Bet 365,Further details
Erik van Rooyen,-,-,64,-,-,-,24,42,-,-,30,MC,-,-,-,-,-,-,-,-,MC,-,-,-,200/1,Bet 365,Further details
Adam Svensson,46,-,39,-,53,-,-,-,-,-,30,MC,-,-,-,-,-,-,35,-,-,79,MC,MC,150/1,Bet 365,Further details
Nate Lashley,16,-,55,MC,MC,-,-,-,-,-,37,MC,-,-,-,-,-,MC,-,-,-,-,-,3,200/1,Bet 365,Further details
Henrik Norlander,-,-,30,57,17,-,-,-,-,-,37,MC,-,-,-,43,MC,-,-,MC,2,MC,MC,-,125/1,Bet 365,Further details
David Lipsky,-,-,6,9,-,-,-,-,-,-,45,MC,-,-,-,-,-,-,-,-,-,56,-,MC,400/1,Bet 365,Further details
Chan Kim,54,-,-,-,-,-,-,-,-,-,53,MC,-,-,-,-,-,-,-,-,-,-,-,MC,150/1,Bet 365,Further details
Kevin Streelman,-,-,24,MC,MC,-,-,-,-,-,53,MC,-,-,-,3,67,29,MC,45,37,39,60,WD,450/1,Bet 365,Further details
Thomas Rosenmueller,-,-,-,-,-,-,MC^,-,-,-,59,MC,-,-,-,-,-,-,-,-,-,-,-,-,400/1,Bet 365,Further details
Matt McCarty,-,-,-,-,MC,-,-,-,-,53,65,MC,-,-,-,-,-,-,-,-,-,-,-,-,150/1,Bet 365,Further details
Benjamin Silverman,46,-,-,-,-,-,-,-,-,-,69,MC,-,-,-,-,-,67,62,-,-,-,-,56,350/1,Bet 365,Further details
Cristobal Del Solar,-,-,-,-,51,27,42^,-,-,-,70,MC,-,-,-,-,-,-,-,-,-,-,-,-,3000/1,Bet 365,Further details
Greyson Sigg,-,-,-,9,MC,-,-,-,-,-,70,MC,-,-,-,-,-,-,-,-,-,34,-,MC,225/1,Bet 365,Further details
Luke List,16,-,54,-,MC,-,-,-,-,-,72,MC,-,-,-,MC,MC,12,40,36,10,1,25,50,175/1,Bet 365,Further details
Taylor Dickson,-,-,-,-,-,-,-,-,-,-,72,MC,-,-,-,-,-,-,-,-,-,-,-,-,750/1,Bet 365,Further details
Aaron Baddeley,-,-,64,70,MC,-,-,-,-,-,76,MC,-,74,MC,8,MC,MC,-,64,MC,-,MC,37,1500/1,Bet 365,Further details
Sungjae Im,13,-,-,-,-,-,9,-,-,3,-,MC,-,-,-,-,-,-,52,36,32,6,4,MC,20/1,Bet 365,Further details
Jhonattan Vegas,11,-,MC,57,-,-,-,-,-,4,-,MC,-,59,11,18,28,MC,MC,30,MC,39,25,MC,66/1,Bet 365,Further details
Tony Finau,-,-,-,-,-,-,-,-,-,15,-,MC,-,-,24,18,4,6,13,6,2,MC,9,6,20/1,Bet 365,Further details
Kevin Yu,16,-,-,MC,11,-,-,-,-,44,-,MC,-,-,-,-,-,-,-,-,-,MC,44,6,90/1,Bet 365,Further details
Jake Knapp,-,-,-,-,68,-,-,-,-,56,-,MC,-,-,MC,-,-,-,-,-,-,-,-,3,250/1,Bet 365,Further details
Chesson Hadley,-,-,39,-,-,-,-,-,-,-,-,MC,-,MC,-,58,-,23,MC,MC,MC,MC,-,25,500/1,Bet 365,Further details
Sami Valimaki,67,-,-,-,-,-,63,-,-,-,-,MC,-,-,-,-,-,-,-,-,-,-,-,43,1500/1,Bet 365,Further details
Bronson Burgoon,-,-,-,-,-,-,-,-,-,-,-,MC,-,-,-,62,-,MC,MC,MC,42,74,-,50,1500/1,Bet 365,Further details
Francesco Molinari,-,-,-,17,MC,-,-,-,-,-,-,MC,-,-,-,MC,14,45,-,MC,10,62,-,73,1000/1,Bet 365,Further details
Zac Blair,46,-,45,MC,MC,-,-,-,-,-,-,MC,-,-,11,MC,41,MC,-,21,-,-,MC,73,500/1,Bet 365,Further details
Anders Albertson,-,-,-,-,MC,-,-,-,-,-,-,MC,-,-,-,-,-,-,MC,-,-,-,MC,-,2500/1,Bet 365,Further details
Antoine Rozner,4,-,6,3,-,-,-,-,MC,-,-,MC,-,-,-,-,-,-,-,-,-,-,-,-,200/1,Bet 365,Further details
Danny Willett,-,-,42,-,-,-,21,-,-,-,-,MC,-,-,-,-,-,-,25,-,-,-,-,-,1000/1,Bet 365,Further details
Michael Thorbjornsen,-,-,-,-,8,-,-,-,-,-,-,MC,-,-,-,-,-,-,-,-,-,-,-,-,70/1,Bet 365,Further details
Philip Knowles,-,-,-,-,65,-,-,-,-,-,-,MC,-,-,-,-,-,-,-,-,-,-,MC,-,3000/1,Bet 365,Further details
Thriston Lawrence,-,-,6,30,-,-,14,MC,-,-,-,MC,-,-,-,-,-,-,-,-,-,-,-,-,100/1,Bet 365,Further details
Wesley Bryan,-,-,6,17,MC,-,-,-,-,-,-,MC,-,-,-,-,MC,-,-,-,-,-,-,-,400/1,Bet 365,Further details
Will Chandler,-,-,-,-,-,-,-,-,-,-,-,MC,-,-,-,-,-,-,-,-,-,-,-,-,2000/1,Bet 365,Further details
Hayden Buckley,-,-,MC,65,MC,-,-,-,-,-,-,MC,-,-,-,-,-,-,-,-,-,MC,MC,MC,750/1,Bet 365,Further details
Norman Xiong,-,-,MC,47,MC,-,MC^,-,-,-,-,MC,-,-,-,-,-,MC,-,-,-,-,-,MC,750/1,Bet 365,Further details
Davis Riley,73,-,-,-,MC,-,-,-,-,WD,-,MC,-,-,-,-,-,-,-,-,-,MC,MC,MC,1500/1,Bet 365,Further details
Christopher Gotterup,71,-,-,-,-,-,-,-,-,46,MC,MC,-,-,-,-,-,-,-,-,-,-,-,50,300/1,Bet 365,Further details
Peter Malnati,-,-,-,MC,MC,-,-,-,-,53,MC,MC,-,MC,-,-,MC,MC,-,MC,10,25,20,MC,1500/1,Bet 365,Further details
Rafael Campos,-,-,MC,1,MC,-,-,-,-,57,MC,MC,-,-,-,-,-,-,-,-,MC,-,-,20,1000/1,Bet 365,Further details
Emiliano Grillo,-,-,-,-,-,-,-,-,-,-,MC,MC,-,-,-,MC,33,12,52,MC,MC,MC,44,20,175/1,Bet 365,Further details
Nick Hardy,-,-,30,MC,MC,-,-,-,-,-,MC,MC,-,-,-,-,-,-,MC,-,-,MC,44,37,300/1,Bet 365,Further details
Chandler Phillips,33,-,20,-,11,-,-,-,-,-,MC,MC,-,-,-,-,-,-,-,-,-,-,-,76,150/1,Bet 365,Further details
Chad Ramey,46,-,60,29,MC,-,-,-,-,-,MC,MC,-,-,-,-,-,-,-,-,-,39,-,78,300/1,Bet 365,Further details
Aldrich Potgieter,-,-,-,-,8,-,2,42,-,-,MC,MC,-,-,-,-,-,-,-,-,-,-,-,-,450/1,Bet 365,Further details
Braden Thornberry,-,-,-,-,-,-,-,-,-,-,MC,MC,-,-,-,-,-,-,52,-,-,-,-,-,750/1,Bet 365,Further details
Danny Walker,-,-,-,-,-,-,-,-,-,-,MC,MC,-,-,-,-,-,-,-,-,-,-,-,-,1000/1,Bet 365,Further details
Isaiah Salinda,-,-,-,-,-,-,-,-,-,-,MC,MC,-,-,-,-,-,-,-,MC,-,-,-,-,600/1,Bet 365,Further details
John Pak,-,-,-,-,-,-,-,-,-,-,MC,MC,-,-,-,-,-,-,-,-,-,-,-,-,1000/1,Bet 365,Further details
Kaito Onishi,77,-,-,58^,28^,-,-,-,-,-,MC,MC,-,-,-,-,-,-,-,-,-,-,-,-,2500/1,Bet 365,Further details
Kevin Velo,-,-,-,-,-,-,-,-,-,-,MC,MC,-,-,-,-,-,-,-,-,-,-,-,-,1000/1,Bet 365,Further details
Mason Andersen,-,-,-,-,-,-,-,-,-,-,MC,MC,-,-,-,-,-,-,-,-,-,-,-,-,2000/1,Bet 365,Further details
Max Mcgreevy,-,-,-,1^,-,-,-,-,-,-,MC,MC,-,-,-,-,-,-,-,-,-,MC,-,-,150/1,Bet 365,Further details
Noah Goodwin,-,-,-,-,-,-,-,-,-,-,MC,MC,-,-,-,-,-,-,-,-,-,-,-,-,1000/1,Bet 365,Further details
Steven Fisk,-,-,-,-,49,-,-,-,-,-,MC,MC,-,-,-,-,-,-,-,-,-,-,-,-,400/1,Bet 365,Further details
Takumi Kanaya,37,-,10^,9^,16^,3^,-,-,-,-,MC,MC,-,-,-,-,-,-,-,-,-,-,-,-,175/1,Bet 365,Further details
Trevor Cone,-,-,-,-,-,-,-,-,-,-,MC,MC,-,-,-,-,-,-,-,-,-,-,MC,-,500/1,Bet 365,Further details
William Mouw,-,-,-,-,-,-,-,-,-,-,MC,MC,-,-,-,-,-,-,-,-,-,-,-,-,600/1,Bet 365,Further details
Andrew Novak,16,-,-,2,35,-,-,-,-,-,MC,MC,-,-,-,-,-,-,-,-,-,70,69,MC,150/1,Bet 365,Further details
David Skinns,76,-,58,42,MC,-,-,-,-,-,MC,MC,-,-,-,-,-,-,-,-,-,MC,-,MC,1000/1,Bet 365,Further details
Joel Dahmen,41,-,14,MC,35,-,-,-,-,-,MC,MC,-,-,-,-,-,MC,9,55,MC,MC,-,MC,250/1,Bet 365,Further details
Kyounghoon Lee,63,-,MC,MC,MC,-,-,-,-,-,MC,MC,-,-,-,-,-,-,MC,MC,MC,-,-,MC,400/1,Bet 365,Further details
Matthias Schmid,-,-,MC,61,-,-,-,59,-,-,MC,MC,-,-,-,-,-,-,-,-,-,-,MC,MC,250/1,Bet 365,Further details
Tim Widing,-,-,-,-,-,-,-,-,-,-,WD,MC,-,-,-,-,-,-,-,-,-,-,-,-,450/1,Bet 365,Further details
Adam Schenk,67,-,MC,-,53,-,-,-,-,-,6,WD,-,-,-,-,-,MC,57,-,MC,56,20,25,200/1,Bet 365,Further details
